,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2016,39,NYG,NFL,16,11,5,0,0.688,2.1,-3.2,5.4,1.0,0.0,1.0,0.0,2.0,3,1,
1,2017,40,NYG,NFL,12,2,10,0,0.167,-7.6,-6.4,-1.2,,,,,4.0,1,0,Fired 12/04
2,2 yrs,2 yrs,,,28,13,15,0,0.464,,,,1.0,0.0,1.0,0.0,3.0,4,1,
