,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1935,27,CRD,NFL,12,6,4,2,0.6,2.7,-2.0,4.7,,,,,3.0,
1,1936,28,CRD,NFL,12,3,8,1,0.273,-1.4,-4.9,3.5,,,,,4.0,
2,1937,29,CRD,NFL,11,5,5,1,0.5,-0.2,0.1,-0.2,,,,,4.0,
3,1938,30,CRD,NFL,11,2,9,0,0.182,-2.8,-2.8,0.0,,,,,5.0,
4,4 yrs,4 yrs,,,46,16,26,4,0.381,,,,0.0,0.0,0.0,,4.0,
