,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1936,41,PHI,NFL,12,1,11,0,0.083,-13.8,-7.7,-6.1,,,,,5.0,
1,1937,42,PHI,NFL,11,2,8,1,0.2,-9.8,-5.7,-4.0,,,,,5.0,
2,1938,43,PHI,NFL,11,5,6,0,0.455,-1.6,1.2,-2.7,,,,,4.0,
3,1939,44,PHI,NFL,11,1,9,1,0.1,-7.6,-5.6,-2.0,,,,,4.0,
4,1940,45,PHI,NFL,11,1,10,0,0.091,-8.6,-4.0,-4.6,,,,,5.0,
5,1941,46,PIT,NFL,2,0,2,0,0.0,-14.4,-6.5,-7.9,,,,,5.0,
6,6 yrs,6 yrs,,,58,10,46,2,0.179,,,,0.0,0.0,0.0,,4.7,
7,5 yrs,5 yrs,PHI,,56,10,44,2,0.185,,,,0.0,0.0,0.0,,4.6,
8,1 yr,1 yr,PIT,,2,0,2,0,0.0,,,,0.0,0.0,0.0,,5.0,
