,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2016,42,LAR,NFL,3,0,3,0,0.0,-11.1,-9.5,-1.6,,,,,3.0,0,0,Promoted to Head Coach after Week 14
1,1 yr,1 yr,,,3,0,3,0,0.0,,,,,,,,3.0,0,0,
