,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1984,38,MIN,NFL,16,3,13,0,0.188,-10.9,-2.7,-8.2,,,,,5.0,
1,1 yr,1 yr,,,16,3,13,0,0.188,,,,0.0,0.0,0.0,,5.0,
