,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2023,55,LAC,NFL,3,0,3,0,0.0,-2.2,-0.6,-1.6,,,,,4.0,0,0,Interim coach after week 15
1,1 yr,1 yr,,,3,0,3,0,0.0,,,,,,,,4.0,0,0,
