,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2008,49,ATL,NFL,16,11,5,0,0.688,3.8,1.3,2.5,1.0,0.0,1.0,0.0,2.0,7,2,
1,2009,50,ATL,NFL,16,9,7,0,0.563,5.0,2.7,2.3,,,,,2.0,12,5,
2,2010,51,ATL,NFL,16,13,3,0,0.813,6.1,3.8,2.2,1.0,0.0,1.0,0.0,1.0,8,3,
3,2011,52,ATL,NFL,16,10,6,0,0.625,3.5,1.8,1.7,1.0,0.0,1.0,0.0,2.0,7,3,
4,2012,53,ATL,NFL,16,13,3,0,0.813,6.4,2.0,4.5,2.0,1.0,1.0,0.5,1.0,5,3,
5,2013,54,ATL,NFL,16,4,12,0,0.25,-2.8,1.2,-3.9,,,,,3.0,3,2,
6,2014,55,ATL,NFL,16,6,10,0,0.375,-3.8,0.6,-4.4,,,,,3.0,1,0,
7,7 yrs,7 yrs,,,112,66,46,0,0.589,,,,5.0,1.0,4.0,0.2,2.0,43,18,
