,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2002,46,OAK,NFL,16,11,5,0,0.688,10.6,6.3,4.3,3.0,2.0,1.0,0.667,1.0,10,4,AFC Champions
1,2003,47,OAK,NFL,16,4,12,0,0.25,-5.5,-4.2,-1.3,,,,,3.0,9,2,
2,2019,63,WAS,NFL,11,3,8,0,0.273,-10.8,-6.3,-4.5,,,,,4.0,5,1,Interim coach after Week 5
3,3 yrs,3 yrs,,,43,18,25,0,0.419,,,,3.0,2.0,1.0,0.667,2.7,24,7,
4,2 yrs,2 yrs,OAK,,32,15,17,0,0.469,,,,3.0,2.0,1.0,0.667,2.0,19,6,
5,1 yr,1 yr,WAS,,11,3,8,0,0.273,,,,,,,,4.0,5,1,
