,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1924,31,KEN,NFL,5,0,4,1,0.0,-14.5,-4.6,-9.9,,,,,16.0,co-coach with Bo Hanley
1,1927,34,NYG,NFL,13,11,1,1,0.917,11.9,4.8,7.0,,,,,1.0,NFL Champions
2,1928,35,NYG,NFL,13,4,7,2,0.364,-1.5,-2.7,1.2,,,,,6.0,
3,3 yrs,3 yrs,,,31,15,12,4,0.556,,,,0.0,0.0,0.0,,7.7,
4,2 yrs,2 yrs,NYG,,26,15,8,3,0.652,,,,0.0,0.0,0.0,,3.5,
5,1 yr,1 yr,KEN,,5,0,4,1,0.0,,,,0.0,0.0,0.0,,16.0,
