,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1966,45,WAS,NFL,14,7,7,0,0.5,-2.0,1.7,-3.8,,,,,5.0,
1,1967,46,WAS,NFL,14,5,6,3,0.455,-2.1,1.3,-3.4,,,,,3.0,
2,1968,47,WAS,NFL,14,5,9,0,0.357,-8.3,-3.1,-5.2,,,,,3.0,
3,3 yrs,3 yrs,,,42,17,22,3,0.436,,,,0.0,0.0,0.0,,3.7,
