,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1983,39,BUF,NFL,16,8,8,0,0.5,-3.8,-3.4,-0.4,,,,,3.0,
1,1984,40,BUF,NFL,16,2,14,0,0.125,-12.0,-5.3,-6.7,,,,,5.0,
2,1985,41,BUF,NFL,4,0,4,0,0.0,-9.8,-9.5,-0.2,,,,,5.0,
3,3 yrs,3 yrs,,,36,10,26,0,0.278,,,,0.0,0.0,0.0,,4.3,
