,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2006,43,STL,NFL,16,8,8,0,0.5,-4.0,0.8,-4.7,,,,,2.0,9,4,
1,2007,44,STL,NFL,16,3,13,0,0.188,-13.0,-6.5,-6.5,,,,,4.0,9,3,
2,2008,45,STL,NFL,4,0,4,0,0.0,-15.1,-8.1,-7.0,,,,,4.0,1,1,Fired after Week 4
3,3 yrs,3 yrs,,,36,11,25,0,0.306,,,,0.0,0.0,0.0,,3.3,19,8,
