,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1921,33,WAS,APFA,3,1,2,0,0.333,-6.9,-1.3,-5.6,,,,,12.0,
1,1 yr,1 yr,,,3,1,2,0,0.333,,,,0.0,0.0,0.0,,12.0,
