,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1937,54,RAM,NFL,11,1,10,0,0.091,-8.5,-5.0,-3.5,,,,,5.0,
1,1938,55,RAM,NFL,3,0,3,0,0.0,-5.2,0.2,-5.3,,,,,4.0,
2,2 yrs,2 yrs,,,14,1,13,0,0.071,,,,0.0,0.0,0.0,,4.5,
