,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1942,37,CHI,NFL,6,6,0,0,1.0,21.4,16.0,5.3,1.0,0.0,1.0,0.0,1.0,co-coach with Hunk Anderson
1,1943,38,CHI,NFL,10,8,1,1,0.889,12.9,10.5,2.4,1.0,1.0,0.0,1.0,1.0,co-coach with Hunk Anderson
2,1944,39,CHI,NFL,10,6,3,1,0.667,7.0,5.8,1.2,,,,,2.0,co-coach with Hunk Anderson
3,1945,40,CHI,NFL,10,3,7,0,0.3,-2.9,2.0,-4.9,,,,,4.0,co-coach with Hunk Anderson
4,4 yrs,4 yrs,,,36,23,11,2,0.676,,,,2.0,1.0,1.0,0.5,2.0,
