,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1920,26,HAM,APFA,7,2,5,0,0.286,-14.4,2.2,-16.6,,,,,11.0,
1,1 yr,1 yr,,,7,2,5,0,0.286,,,,0.0,0.0,0.0,,11.0,
