,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
6,6 yrs,6 yrs,,,99,46,52,1,0.47,,,,7.0,5.0,2.0,0.714,2.8,39,16,
