,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1943,45,BKN,NFL,10,2,8,0,0.2,-14.8,-12.7,-2.1,,,,,5.0,
1,1944,46,BKN,NFL,5,0,5,0,0.0,-6.6,-9.4,2.8,,,,,5.0,
2,2 yrs,2 yrs,,,15,2,13,0,0.133,,,,0.0,0.0,0.0,,5.0,
