,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2020,50,DET,NFL,5,1,4,0,0.2,-7.7,-1.0,-6.7,,,,,4.0,1,0,Interim coach after Week 12
1,2021,51,JAX,NFL,4,1,3,0,0.25,-11.4,-7.7,-3.7,,,,,4.0,1,0,Interim coach after Week 14
2,2 yrs,2 yrs,,,9,2,7,0,0.222,,,,,,,,4.0,2,0,
3,1 yr,1 yr,DET,,5,1,4,0,0.2,,,,,,,,4.0,1,0,
4,1 yr,1 yr,JAX,,4,1,3,0,0.25,,,,,,,,4.0,1,0,
