,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2000,46,GNB,NFL,16,9,7,0,0.563,2.5,1.8,0.7,,,,,3.0,5,1,
1,2001,47,GNB,NFL,16,12,4,0,0.75,6.6,4.0,2.6,2.0,1.0,1.0,0.5,2.0,8,3,
2,2002,48,GNB,NFL,16,12,4,0,0.75,3.6,2.4,1.2,1.0,0.0,1.0,0.0,1.0,5,2,
3,2003,49,GNB,NFL,16,10,6,0,0.625,8.1,6.2,1.9,2.0,1.0,1.0,0.5,1.0,5,2,
4,2004,50,GNB,NFL,16,10,6,0,0.625,0.3,4.3,-4.0,1.0,0.0,1.0,0.0,1.0,10,3,
5,2005,51,GNB,NFL,16,4,12,0,0.25,-3.7,-1.5,-2.2,,,,,4.0,7,1,
6,6 yrs,6 yrs,,,96,57,39,0,0.594,,,,6.0,2.0,4.0,0.333,2.0,40,12,
