,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2013,47,JAX,NFL,16,4,12,0,0.25,-11.1,-7.1,-4.0,,,,,3.0,7,2,
1,2014,48,JAX,NFL,16,3,13,0,0.188,-10.5,-7.8,-2.7,,,,,3.0,7,2,
2,2015,49,JAX,NFL,16,5,11,0,0.313,-7.5,-0.7,-6.9,,,,,3.0,5,2,
3,2016,50,JAX,NFL,14,2,12,0,0.143,-5.0,-2.7,-2.3,,,,,4.0,6,5,
4,4 yrs,4 yrs,,,62,14,48,0,0.226,,,,0.0,0.0,0.0,,3.3,25,11,
