,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1978,46,NWE,NFL,1,0,1,0,0.0,5.0,3.6,1.4,,,,,1.0,co-coach with Hank Bullough
1,1979,47,NWE,NFL,16,9,7,0,0.563,5.1,6.1,-1.1,,,,,2.0,
2,1980,48,NWE,NFL,16,10,6,0,0.625,6.5,6.8,-0.3,,,,,2.0,
3,1981,49,NWE,NFL,16,2,14,0,0.125,-3.7,-0.6,-3.1,,,,,5.0,
4,4 yrs,4 yrs,,,49,21,28,0,0.429,,,,0.0,0.0,0.0,,2.5,
