,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1966,36,DEN,AFL,12,4,8,0,0.333,-12.1,-8.3,-3.7,,,,,4.0,
1,1978,48,RAM,NFL,16,12,4,0,0.75,3.2,1.3,1.9,2.0,1.0,1.0,0.5,1.0,
2,1979,49,RAM,NFL,16,9,7,0,0.563,-0.6,-1.2,0.6,3.0,2.0,1.0,0.667,1.0,NFC Champions
3,1980,50,RAM,NFL,16,11,5,0,0.688,6.5,4.4,2.1,1.0,0.0,1.0,0.0,2.0,
4,1981,51,RAM,NFL,16,6,10,0,0.375,-2.4,-1.4,-1.0,,,,,3.0,
5,1982,52,RAM,NFL,9,2,7,0,0.222,-6.9,0.9,-7.9,,,,,4.0,
6,6 yrs,6 yrs,,,85,44,41,0,0.518,,,,6.0,3.0,3.0,0.5,2.5,
7,5 yrs,5 yrs,RAM,,73,40,33,0,0.548,,,,6.0,3.0,3.0,0.5,2.2,
8,1 yr,1 yr,DEN,,12,4,8,0,0.333,,,,0.0,0.0,0.0,,4.0,
