,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1925,25,PRV,NFL,12,6,5,1,0.545,-1.5,-1.4,-0.1,,,,,10.0,
1,1 yr,1 yr,,,12,6,5,1,0.545,,,,0.0,0.0,0.0,,10.0,
