,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1995,54,STL,NFL,16,7,9,0,0.438,-6.4,-1.8,-4.6,,,,,3.0,
1,1996,55,STL,NFL,16,6,10,0,0.375,-6.3,-1.7,-4.6,,,,,3.0,
2,2 yrs,2 yrs,,,32,13,19,0,0.406,,,,0.0,0.0,0.0,,3.0,
