,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1923,25,AKR,NFL,2,1,1,0,0.5,2.7,1.4,1.3,,,,,16.0,
1,1924,26,AKR,NFL,8,2,6,0,0.25,-6.8,-3.1,-3.7,,,,,13.0,
2,2 yrs,2 yrs,,,10,3,7,0,0.3,,,,0.0,0.0,0.0,,14.5,
