,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1962,48,OAK,AFL,9,1,8,0,0.111,-9.8,-7.6,-2.2,,,,,4.0,
1,1 yr,1 yr,,,9,1,8,0,0.111,,,,0.0,0.0,0.0,,4.0,
