,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2005,51,STL,NFL,11,4,7,0,0.364,-5.1,1.3,-6.4,,,,,2.0,5,2,Coach starting week 6
1,2012,58,NOR,NFL,10,5,5,0,0.5,1.4,6.5,-5.1,,,,,3.0,5,1,co-coach with Aaron Kromer
2,2 yrs,2 yrs,,,21,9,12,0,0.429,,,,0.0,0.0,0.0,,2.5,10,3,
3,1 yr,1 yr,NOR,,10,5,5,0,0.5,,,,0.0,0.0,0.0,,3.0,5,1,
4,1 yr,1 yr,STL,,11,4,7,0,0.364,,,,0.0,0.0,0.0,,2.0,5,2,
