,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1974,53,BAL,NFL,11,2,9,0,0.182,-8.7,-4.6,-4.1,,,,,5.0,
1,1 yr,1 yr,,,11,2,9,0,0.182,,,,0.0,0.0,0.0,,5.0,
