,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1920,28,BUF,APFA,11,9,1,1,0.9,12.6,7.7,4.9,,,,,3.0,
1,1921,29,BUF,APFA,12,9,1,2,0.9,10.1,5.0,5.1,,,,,2.0,
2,1922,30,BUF,NFL,10,5,4,1,0.556,6.3,-0.2,6.5,,,,,9.0,
3,1923,31,BUF,NFL,12,5,4,3,0.556,3.7,-2.0,5.7,,,,,8.0,
4,1924,32,BUF,NFL,11,6,5,0,0.545,-12.4,-6.1,-6.4,,,,,9.0,
5,5 yrs,5 yrs,,,56,34,15,7,0.694,,,,0.0,0.0,0.0,,6.2,
