,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1959,48,WAS,NFL,12,3,9,0,0.25,-12.9,-5.7,-7.2,,,,,5.0,
1,1960,49,WAS,NFL,12,1,9,2,0.1,-8.0,-6.1,-1.9,,,,,6.0,
2,1965,54,PIT,NFL,14,2,12,0,0.143,-18.3,-10.8,-7.5,,,,,7.0,
3,3 yrs,3 yrs,,,38,6,30,2,0.167,,,,0.0,0.0,0.0,,6.0,
4,2 yrs,2 yrs,WAS,,24,4,18,2,0.182,,,,0.0,0.0,0.0,,5.5,
5,1 yr,1 yr,PIT,,14,2,12,0,0.143,,,,0.0,0.0,0.0,,7.0,
