,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1937,34,PIT,NFL,11,4,7,0,0.364,-3.3,-2.1,-1.2,,,,,3.0,
1,1938,35,PIT,NFL,11,2,9,0,0.182,-7.2,-6.1,-1.1,,,,,5.0,
2,1939,36,PIT,NFL,3,0,3,0,0.0,-9.4,-4.9,-4.6,,,,,4.0,
3,3 yrs,3 yrs,,,25,6,19,0,0.24,,,,0.0,0.0,0.0,,4.0,
