,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2006,35,NYJ,NFL,16,10,6,0,0.625,2.0,0.4,1.7,1.0,0.0,1.0,0.0,2.0,7,2,
1,2007,36,NYJ,NFL,16,4,12,0,0.25,-3.7,-4.0,0.3,,,,,3.0,6,2,
2,2008,37,NYJ,NFL,16,9,7,0,0.563,0.2,2.2,-1.9,,,,,3.0,6,3,
3,2009,38,CLE,NFL,16,5,11,0,0.313,-8.4,-6.0,-2.4,,,,,4.0,7,1,
4,2010,39,CLE,NFL,16,5,11,0,0.313,-1.5,-3.4,2.0,,,,,3.0,4,0,
5,5 yrs,5 yrs,,,80,33,47,0,0.413,,,,1.0,0.0,1.0,0.0,3.0,30,8,
6,3 yrs,3 yrs,NYJ,,48,23,25,0,0.479,,,,1.0,0.0,1.0,0.0,2.7,19,7,
7,2 yrs,2 yrs,CLE,,32,10,22,0,0.313,,,,0.0,0.0,0.0,,3.5,11,1,
