,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2012,52,IND,NFL,16,11,5,0,0.688,-4.7,-1.9,-2.8,1.0,0.0,1.0,0.0,2.0,7,2,Missed 12 games due to cancer treatments
1,2013,53,IND,NFL,16,11,5,0,0.688,4.0,1.7,2.3,2.0,1.0,1.0,0.5,1.0,7,6,
2,2014,54,IND,NFL,16,11,5,0,0.688,4.4,5.2,-0.8,3.0,2.0,1.0,0.667,1.0,7,5,
3,2015,55,IND,NFL,16,8,8,0,0.5,-6.7,-3.1,-3.6,,,,,2.0,6,0,
4,2016,56,IND,NFL,16,8,8,0,0.5,0.4,3.1,-2.7,,,,,3.0,6,3,
5,2017,57,IND,NFL,16,4,12,0,0.25,-10.1,-6.1,-4.0,,,,,3.0,8,4,
6,6 yrs,6 yrs,,,96,53,43,0,0.552,,,,6.0,3.0,3.0,0.5,2.0,41,20,
