,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1977,46,CLE,NFL,1,0,1,0,0.0,2.5,2.4,0.1,,,,,4.0,
1,1 yr,1 yr,,,1,0,1,0,0.0,,,,0.0,0.0,0.0,,4.0,
