,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1960,40,BUF,AFL,14,5,8,1,0.385,-0.4,-3.4,3.0,,,,,3.0,
1,1961,41,BUF,AFL,14,6,8,0,0.429,-3.0,-3.5,0.5,,,,,4.0,
2,2 yrs,2 yrs,,,28,11,16,1,0.407,,,,0.0,0.0,0.0,,3.5,
