,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1985,51,DET,NFL,16,7,9,0,0.438,-1.7,-1.6,0.0,,,,,4.0,
1,1986,52,DET,NFL,16,5,11,0,0.313,-4.3,-3.8,-0.5,,,,,3.0,
2,1987,53,DET,NFL,15,4,11,0,0.267,-9.9,-4.5,-5.4,,,,,5.0,
3,1988,54,DET,NFL,11,2,9,0,0.182,-4.0,-5.0,1.0,,,,,4.0,
4,4 yrs,4 yrs,,,58,18,40,0,0.31,,,,0.0,0.0,0.0,,4.0,
