,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2020,39,NYG,NFL,16,6,10,0,0.375,-4.4,-6.7,2.3,,,,,2.0,1,0,
1,2021,40,NYG,NFL,17,4,13,0,0.235,-8.3,-7.7,-0.6,,,,,4.0,1,0,
2,2 yrs,2 yrs,,,33,10,23,0,0.303,,,,,,,,3.0,2,0,
