,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1926,24,LAB,NFL,10,6,3,1,0.667,5.9,2.2,3.6,,,,,6.0,co-coach with Brick Muller
1,1 yr,1 yr,,,10,6,3,1,0.667,,,,0.0,0.0,0.0,,6.0,
