,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2024,43,CAR,NFL,17,5,12,0,0.294,-11.0,-2.6,-8.4,,,,,3.0,2,1,
1,1 yr,1 yr,,,17,5,12,0,0.294,,,,,,,,3.0,2,1,
