,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Won,Num,Notes,id
529,1998,59,NOR,NFL,16,6,10,0,0.375,0.1,-1.5,1.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,DitkMi0
530,1999,60,NOR,NFL,16,3,13,0,0.188,-12.1,-5.3,-6.9,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0,DitkMi0
531,1976,40,PHI,NFL,14,4,10,0,0.286,-8.7,-7.3,-1.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,VermDi0
532,1977,41,PHI,NFL,14,5,9,0,0.357,-0.6,-2.5,1.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,VermDi0
533,1978,42,PHI,NFL,16,9,7,0,0.563,2.3,-1.1,3.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,VermDi0
534,1979,43,PHI,NFL,16,11,5,0,0.688,2.7,0.3,2.4,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,VermDi0
535,1980,44,PHI,NFL,16,12,4,0,0.75,9.7,2.9,6.8,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,VermDi0
536,1981,45,PHI,NFL,16,10,6,0,0.625,8.7,2.0,6.7,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,VermDi0
537,1982,46,PHI,NFL,9,3,6,0,0.333,0.7,2.7,-2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,VermDi0
538,1997,61,STL,NFL,16,5,11,0,0.313,-4.0,-1.8,-2.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,VermDi0
539,1998,62,STL,NFL,16,4,12,0,0.25,-2.3,-2.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,VermDi0
540,1999,63,STL,NFL,16,13,3,0,0.813,11.9,8.7,3.2,3.0,3.0,0.0,1.0,1.0,0.0,3.0,Super Bowl Champions,VermDi0
541,2001,65,KAN,NFL,16,6,10,0,0.375,-1.2,-0.2,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,VermDi0
542,2002,66,KAN,NFL,16,8,8,0,0.5,6.1,8.4,-2.3,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0,VermDi0
543,2003,67,KAN,NFL,16,13,3,0,0.813,8.3,9.2,-0.9,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0,VermDi0
544,2004,68,KAN,NFL,16,7,9,0,0.438,5.3,10.0,-4.7,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0,VermDi0
545,2005,69,KAN,NFL,16,10,6,0,0.625,7.0,5.1,1.9,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0,VermDi0
546,1998,35,OAK,NFL,16,8,8,0,0.5,-5.6,-4.1,-1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,GrudJo0
547,1999,36,OAK,NFL,16,8,8,0,0.5,6.8,5.7,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0,GrudJo0
548,2000,37,OAK,NFL,16,12,4,0,0.75,9.7,8.0,1.8,2.0,1.0,1.0,0.5,1.0,4.0,9.0,0,GrudJo0
549,2001,38,OAK,NFL,16,10,6,0,0.625,3.6,4.0,-0.4,2.0,1.0,1.0,0.5,1.0,2.0,5.0,0,GrudJo0
550,2002,39,TAM,NFL,16,12,4,0,0.75,8.8,-1.0,9.8,3.0,3.0,0.0,1.0,1.0,4.0,8.0,Super Bowl Champions,GrudJo0
551,2003,40,TAM,NFL,16,7,9,0,0.438,1.6,-2.9,4.5,0.0,0.0,0.0,0.0,3.0,2.0,8.0,0,GrudJo0
552,2004,41,TAM,NFL,16,5,11,0,0.313,-2.7,-4.0,1.3,0.0,0.0,0.0,0.0,4.0,3.0,8.0,0,GrudJo0
553,2005,42,TAM,NFL,16,11,5,0,0.688,-1.0,-2.8,1.8,1.0,0.0,1.0,0.0,1.0,3.0,11.0,0,GrudJo0
554,2006,43,TAM,NFL,16,4,12,0,0.25,-7.9,-7.2,-0.8,0.0,0.0,0.0,0.0,4.0,4.0,9.0,0,GrudJo0
555,2007,44,TAM,NFL,16,9,7,0,0.563,1.2,-2.3,3.6,1.0,0.0,1.0,0.0,1.0,3.0,7.0,0,GrudJo0
556,2008,45,TAM,NFL,16,9,7,0,0.563,2.3,-0.6,2.9,0.0,0.0,0.0,0.0,3.0,3.0,11.0,0,GrudJo0
557,2018,55,OAK,NFL,16,4,12,0,0.25,-9.3,-5.2,-4.1,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0,GrudJo0
558,2019,56,OAK,NFL,16,7,9,0,0.438,-6.9,-2.5,-4.4,0.0,0.0,0.0,0.0,3.0,1.0,10.0,0,GrudJo0
559,2020,57,LVR,NFL,16,8,8,0,0.5,-2.0,2.9,-4.9,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0,GrudJo0
560,2021,58,LVR,NFL,5,3,2,0,0.6,-3.3,-0.7,-2.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,Resigned after Week 5,GrudJo0
561,1970,52,RAM,NFL,14,9,4,1,0.692,9.6,4.4,5.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,AlleGe0
562,1971,53,WAS,NFL,14,9,4,1,0.692,5.1,-0.6,5.8,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
563,1972,54,WAS,NFL,14,11,3,0,0.786,6.3,2.7,3.7,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,AlleGe0
564,1973,55,WAS,NFL,14,10,4,0,0.714,7.4,1.2,6.2,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
565,1974,56,WAS,NFL,14,10,4,0,0.714,10.2,5.7,4.5,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
566,1975,57,WAS,NFL,14,8,6,0,0.571,2.8,2.6,0.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,AlleGe0
567,1976,58,WAS,NFL,14,10,4,0,0.714,3.0,1.2,1.8,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
568,1977,59,WAS,NFL,14,9,5,0,0.643,-0.5,-3.1,2.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,AlleGe0
569,1989,49,SFO,NFL,16,14,2,0,0.875,10.7,5.8,4.9,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,SeifGe0
570,1990,50,SFO,NFL,16,14,2,0,0.875,5.8,1.2,4.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,SeifGe0
571,1991,51,SFO,NFL,16,10,6,0,0.625,10.9,6.6,4.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,SeifGe0
572,1992,52,SFO,NFL,16,14,2,0,0.875,11.8,7.3,4.5,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,SeifGe0
573,1993,53,SFO,NFL,16,10,6,0,0.625,9.7,9.9,-0.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,SeifGe0
574,1994,54,SFO,NFL,16,13,3,0,0.813,11.6,9.9,1.7,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,SeifGe0
575,1995,55,SFO,NFL,16,11,5,0,0.688,11.8,6.5,5.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,SeifGe0
576,1996,56,SFO,NFL,16,12,4,0,0.75,8.0,3.7,4.3,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,SeifGe0
577,1999,59,CAR,NFL,16,8,8,0,0.5,-1.1,3.0,-4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,SeifGe0
578,2000,60,CAR,NFL,16,7,9,0,0.438,-1.1,-3.6,2.5,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0,SeifGe0
579,2001,61,CAR,NFL,16,1,15,0,0.063,-8.9,-4.6,-4.4,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0,SeifGe0
580,1994,42,WAS,NFL,16,3,13,0,0.188,-6.1,0.3,-6.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,TurnNo0
581,1995,43,WAS,NFL,16,6,10,0,0.375,-1.9,-0.8,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,TurnNo0
582,1996,44,WAS,NFL,16,9,7,0,0.563,1.8,2.3,-0.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,TurnNo0
583,1997,45,WAS,NFL,16,8,7,1,0.531,1.3,-0.6,1.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,TurnNo0
584,1998,46,WAS,NFL,16,6,10,0,0.375,-7.5,-1.5,-6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,TurnNo0
585,1999,47,WAS,NFL,16,10,6,0,0.625,2.9,6.8,-3.9,2.0,1.0,1.0,0.5,1.0,3.0,7.0,0,TurnNo0
586,2000,48,WAS,NFL,13,7,6,0,0.538,1.0,-2.9,3.8,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Fired after week 14,TurnNo0
587,2004,52,OAK,NFL,16,5,11,0,0.313,-4.3,-0.6,-3.7,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,TurnNo0
588,2005,53,OAK,NFL,16,4,12,0,0.25,-2.8,-1.2,-1.6,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0,TurnNo0
589,2007,55,SDG,NFL,16,11,5,0,0.688,8.8,4.3,4.5,3.0,2.0,1.0,0.667,1.0,1.0,7.0,0,TurnNo0
590,2008,56,SDG,NFL,16,8,8,0,0.5,5.0,5.0,0.0,2.0,1.0,1.0,0.5,1.0,0.0,8.0,0,TurnNo0
591,2009,57,SDG,NFL,16,13,3,0,0.813,6.6,6.4,0.2,1.0,0.0,1.0,0.0,1.0,3.0,8.0,0,TurnNo0
592,2010,58,SDG,NFL,16,9,7,0,0.563,4.8,3.2,1.6,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0,TurnNo0
593,2011,59,SDG,NFL,16,8,8,0,0.5,0.9,2.7,-1.8,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0,TurnNo0
594,2012,60,SDG,NFL,16,7,9,0,0.438,-2.3,-2.0,-0.4,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0,TurnNo0
595,1992,43,MIN,NFL,16,11,5,0,0.688,7.7,4.4,3.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,GreeDe0
596,1993,44,MIN,NFL,16,9,7,0,0.563,-0.1,-1.3,1.2,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,GreeDe0
597,1994,45,MIN,NFL,16,10,6,0,0.625,3.2,2.4,0.8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,GreeDe0
598,1995,46,MIN,NFL,16,8,8,0,0.5,3.7,5.1,-1.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,GreeDe0
599,1996,47,MIN,NFL,16,9,7,0,0.563,-0.1,-0.9,0.7,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,GreeDe0
600,1997,48,MIN,NFL,16,9,7,0,0.563,-0.1,1.7,-1.8,2.0,1.0,1.0,0.5,4.0,0.0,0.0,0.0,GreeDe0
601,1998,49,MIN,NFL,16,15,1,0,0.938,14.9,13.2,1.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,GreeDe0
602,1999,50,MIN,NFL,16,10,6,0,0.625,4.4,5.2,-0.8,2.0,1.0,1.0,0.5,2.0,1.0,5.0,0.0,GreeDe0
603,2000,51,MIN,NFL,16,11,5,0,0.688,1.9,4.3,-2.3,2.0,1.0,1.0,0.5,1.0,5.0,7.0,0.0,GreeDe0
604,2001,52,MIN,NFL,15,5,10,0,0.333,-4.7,-0.8,-3.9,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,GreeDe0
605,2004,55,ARI,NFL,16,6,10,0,0.375,-4.9,-5.1,0.2,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,GreeDe0
606,2005,56,ARI,NFL,16,5,11,0,0.313,-5.0,-2.0,-3.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,GreeDe0
607,2006,57,ARI,NFL,16,5,11,0,0.313,-6.9,-2.6,-4.3,0.0,0.0,0.0,0.0,4.0,3.0,10.0,0.0,GreeDe0
608,1973,49,STL,NFL,14,4,9,1,0.321,-3.3,1.8,-5.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
609,1974,50,STL,NFL,14,10,4,0,0.714,5.8,2.8,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,CoryDo0
610,1975,51,STL,NFL,14,11,3,0,0.786,3.5,3.4,0.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,CoryDo0
611,1976,52,STL,NFL,14,10,4,0,0.714,2.6,3.5,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,CoryDo0
612,1977,53,STL,NFL,14,7,7,0,0.5,-1.4,2.6,-4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,CoryDo0
613,1978,54,SDG,NFL,12,8,4,0,0.667,3.6,4.6,-0.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
614,1979,55,SDG,NFL,16,12,4,0,0.75,11.8,6.0,5.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,CoryDo0
615,1980,56,SDG,NFL,16,11,5,0,0.688,6.0,6.5,-0.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,CoryDo0
616,1981,57,SDG,NFL,16,10,6,0,0.625,4.4,9.2,-4.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,CoryDo0
617,1982,58,SDG,NFL,9,6,3,0,0.667,5.3,10.6,-5.3,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,CoryDo0
618,1983,59,SDG,NFL,16,6,10,0,0.375,-4.6,1.1,-5.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
619,1984,60,SDG,NFL,16,7,9,0,0.438,0.8,4.8,-4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,CoryDo0
620,1985,61,SDG,NFL,16,8,8,0,0.5,1.1,8.3,-7.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
621,1986,62,SDG,NFL,8,1,7,0,0.125,-1.9,1.2,-3.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,CoryDo0
622,1970,34,OAK,NFL,14,8,4,2,0.667,1.0,2.3,-1.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
623,1971,35,OAK,NFL,14,8,4,2,0.667,3.7,4.8,-1.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,MaddJo0
624,1972,36,OAK,NFL,14,10,3,1,0.75,8.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,MaddJo0
625,1973,37,OAK,NFL,14,9,4,1,0.679,6.7,0.0,6.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
626,1974,38,OAK,NFL,14,12,2,0,0.857,9.0,6.4,2.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
627,1975,39,OAK,NFL,14,11,3,0,0.786,6.8,5.5,1.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
628,1976,40,OAK,NFL,14,13,1,0,0.929,8.5,6.3,2.2,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,MaddJo0
629,1977,41,OAK,NFL,14,11,3,0,0.786,10.4,8.8,1.6,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,MaddJo0
630,1978,42,OAK,NFL,16,9,7,0,0.563,2.6,1.6,1.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,MaddJo0
631,2011,49,CAR,NFL,16,6,10,0,0.375,-1.3,2.6,-3.9,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,RiveRo0
632,2012,50,CAR,NFL,16,7,9,0,0.438,0.8,-0.5,1.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,RiveRo0
633,2013,51,CAR,NFL,16,12,4,0,0.75,9.2,0.6,8.6,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0,RiveRo0
634,2014,52,CAR,NFL,16,7,8,1,0.469,-3.1,-2.4,-0.7,2.0,1.0,1.0,0.5,1.0,3.0,7.0,0,RiveRo0
635,2015,53,CAR,NFL,16,15,1,0,0.938,8.1,6.0,2.1,3.0,2.0,1.0,0.667,1.0,10.0,17.0,NFC Champions,RiveRo0
636,2016,54,CAR,NFL,16,6,10,0,0.375,-1.0,-0.2,-0.8,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0,RiveRo0
637,2017,55,CAR,NFL,16,11,5,0,0.688,4.3,1.7,2.7,1.0,0.0,1.0,0.0,2.0,3.0,6.0,0,RiveRo0
638,2018,56,CAR,NFL,16,7,9,0,0.438,0.9,0.1,0.8,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0,RiveRo0
639,2019,57,CAR,NFL,12,5,7,0,0.417,-7.0,-1.9,-5.1,0.0,0.0,0.0,0.0,4.0,1.0,4.0,Fired after Week 13,RiveRo0
640,2020,58,WAS,NFL,16,7,9,0,0.438,-0.8,-4.1,3.2,1.0,0.0,1.0,0.0,1.0,4.0,7.0,0,RiveRo0
641,2021,59,WAS,NFL,17,7,10,0,0.412,-4.2,-2.7,-1.5,0.0,0.0,0.0,0.0,3.0,4.0,8.0,0,RiveRo0
642,2022,60,WAS,NFL,17,8,8,1,0.5,-0.9,-3.5,2.6,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0,RiveRo0
643,2023,61,WAS,NFL,17,4,13,0,0.235,-11.1,-2.8,-8.4,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0,RiveRo0
644,1979,42,OAK,NFL,16,9,7,0,0.563,3.8,3.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,FlorTo0
645,1980,43,OAK,NFL,16,11,5,0,0.688,4.2,2.9,1.3,4.0,4.0,0.0,1.0,2.0,0.0,0.0,Super Bowl Champions,FlorTo0
646,1981,44,OAK,NFL,16,7,9,0,0.438,-3.6,-3.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,FlorTo0
647,1982,45,RAI,NFL,9,8,1,0,0.889,5.2,6.1,-0.9,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,FlorTo0
648,1983,46,RAI,NFL,16,12,4,0,0.75,6.8,5.1,1.7,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,FlorTo0
649,1984,47,RAI,NFL,16,11,5,0,0.688,6.9,2.1,4.8,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0,FlorTo0
650,1985,48,RAI,NFL,16,12,4,0,0.75,4.3,0.7,3.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,FlorTo0
651,1986,49,RAI,NFL,16,8,8,0,0.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,FlorTo0
652,1987,50,RAI,NFL,15,5,10,0,0.333,0.0,-1.6,1.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,FlorTo0
653,1992,55,SEA,NFL,16,2,14,0,0.125,-10.0,-9.8,-0.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,FlorTo0
654,1993,56,SEA,NFL,16,6,10,0,0.375,-1.2,-0.8,-0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,FlorTo0
655,1994,57,SEA,NFL,16,6,10,0,0.375,-3.4,-2.8,-0.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,FlorTo0
656,1970,49,DEN,NFL,14,5,8,1,0.385,-2.6,-2.5,-0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,SabaLo0
657,1971,50,DEN,NFL,9,2,6,1,0.25,-4.5,-5.5,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,SabaLo0
658,1972,51,BUF,NFL,14,4,9,1,0.321,-7.2,-1.6,-5.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,SabaLo0
659,1973,52,BUF,NFL,14,9,5,0,0.643,0.4,-1.8,2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,SabaLo0
660,1974,53,BUF,NFL,14,9,5,0,0.643,1.0,-0.3,1.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,SabaLo0
661,1975,54,BUF,NFL,14,8,6,0,0.571,7.1,10.4,-3.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,SabaLo0
662,1976,55,BUF,NFL,5,2,3,0,0.4,-9.2,-2.5,-6.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,SabaLo0
663,2003,40,JAX,NFL,16,5,11,0,0.313,-2.4,-3.3,0.9,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0,DelRJa0
664,2004,41,JAX,NFL,16,9,7,0,0.563,0.8,-5.7,6.4,0.0,0.0,0.0,0.0,2.0,4.0,13.0,0,DelRJa0
665,2005,42,JAX,NFL,16,12,4,0,0.75,4.8,1.1,3.7,1.0,0.0,1.0,0.0,2.0,2.0,7.0,0,DelRJa0
666,2006,43,JAX,NFL,16,8,8,0,0.5,7.5,2.6,4.9,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0,DelRJa0
667,2007,44,JAX,NFL,16,11,5,0,0.688,6.8,4.8,2.0,2.0,1.0,1.0,0.5,2.0,2.0,10.0,0,DelRJa0
668,2008,45,JAX,NFL,16,5,11,0,0.313,-2.5,-2.1,-0.4,0.0,0.0,0.0,0.0,4.0,1.0,7.0,0,DelRJa0
669,2009,46,JAX,NFL,16,7,9,0,0.438,-6.5,-3.8,-2.6,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,DelRJa0
670,2010,47,JAX,NFL,16,8,8,0,0.5,-4.5,-1.2,-3.3,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0,DelRJa0
671,2011,48,JAX,NFL,11,3,8,0,0.273,-5.6,-7.1,1.4,0.0,0.0,0.0,0.0,3.0,1.0,4.0,Fired after Week 12,DelRJa0
672,2015,52,OAK,NFL,16,7,9,0,0.438,-0.2,1.4,-1.6,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0,DelRJa0
673,2016,53,OAK,NFL,16,12,4,0,0.75,3.3,3.5,-0.3,1.0,0.0,1.0,0.0,2.0,4.0,7.0,0,DelRJa0
674,2017,54,OAK,NFL,16,6,10,0,0.375,-4.7,-3.0,-1.8,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0,DelRJa0
675,2004,46,CHI,NFL,16,5,11,0,0.313,-8.2,-8.5,0.3,0.0,0.0,0.0,0.0,4.0,4.0,10.0,0,SmitLo0
676,2005,47,CHI,NFL,16,11,5,0,0.688,1.4,-5.2,6.6,1.0,0.0,1.0,0.0,1.0,2.0,9.0,0,SmitLo0
677,2006,48,CHI,NFL,16,13,3,0,0.813,7.9,4.9,3.0,3.0,2.0,1.0,0.667,1.0,4.0,11.0,NFC Champions,SmitLo0
678,2007,49,CHI,NFL,16,7,9,0,0.438,1.2,-0.2,1.4,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0,SmitLo0
679,2008,50,CHI,NFL,16,9,7,0,0.563,2.1,1.1,1.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,0,SmitLo0
680,2009,51,CHI,NFL,16,7,9,0,0.438,-3.9,-1.9,-2.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,0,SmitLo0
681,2010,52,CHI,NFL,16,11,5,0,0.688,4.1,-0.6,4.7,2.0,1.0,1.0,0.5,1.0,2.0,7.0,0,SmitLo0
682,2011,53,CHI,NFL,16,8,8,0,0.5,1.7,-1.5,3.1,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0,SmitLo0
683,2012,54,CHI,NFL,16,10,6,0,0.625,6.9,1.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0,SmitLo0
684,2014,56,TAM,NFL,16,2,14,0,0.125,-9.8,-6.5,-3.3,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0,SmitLo0
685,2015,57,TAM,NFL,16,6,10,0,0.375,-7.7,-3.5,-4.2,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0,SmitLo0
686,2022,64,HOU,NFL,17,3,13,1,0.206,-8.5,-5.4,-3.1,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0,SmitLo0
687,1979,48,SFO,NFL,16,2,14,0,0.125,-7.4,-1.3,-6.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,WalsBi0
688,1980,49,SFO,NFL,16,6,10,0,0.375,-6.3,-1.2,-5.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,WalsBi0
689,1981,50,SFO,NFL,16,13,3,0,0.813,6.2,1.3,5.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,WalsBi0
690,1982,51,SFO,NFL,9,3,6,0,0.333,-2.4,0.3,-2.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,WalsBi0
691,1983,52,SFO,NFL,16,10,6,0,0.625,8.7,5.7,3.0,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,WalsBi0
692,1984,53,SFO,NFL,16,15,1,0,0.938,12.7,7.4,5.4,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,WalsBi0
693,1985,54,SFO,NFL,16,10,6,0,0.625,8.8,4.6,4.2,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,WalsBi0
694,1986,55,SFO,NFL,16,10,5,1,0.656,7.0,2.6,4.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,WalsBi0
695,1987,56,SFO,NFL,15,13,2,0,0.867,13.3,8.9,4.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,WalsBi0
696,1988,57,SFO,NFL,16,10,6,0,0.625,4.8,3.1,1.7,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,WalsBi0
697,1975,44,BAL,NFL,14,10,4,0,0.714,8.6,6.3,2.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,MarcTe0
698,1976,45,BAL,NFL,14,11,3,0,0.786,9.8,9.3,0.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,MarcTe0
699,1977,46,BAL,NFL,14,10,4,0,0.714,5.0,3.6,1.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,MarcTe0
700,1978,47,BAL,NFL,16,5,11,0,0.313,-8.8,-2.8,-6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MarcTe0
701,1979,48,BAL,NFL,16,5,11,0,0.313,-3.5,-2.0,-1.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MarcTe0
702,1992,61,IND,NFL,16,9,7,0,0.563,-7.0,-6.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MarcTe0
703,1993,62,IND,NFL,16,4,12,0,0.25,-11.3,-6.2,-5.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MarcTe0
704,1994,63,IND,NFL,16,8,8,0,0.5,-1.5,-1.3,-0.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MarcTe0
705,1995,64,IND,NFL,16,9,7,0,0.563,-1.3,-1.8,0.4,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,MarcTe0
