,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Won,Num,Notes,id
172,1973,41,RAM,NFL,14,12,2,0,0.857,13.4,8.2,5.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,KnoxCh0
173,1974,42,RAM,NFL,14,10,4,0,0.714,3.9,-0.1,4.0,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,KnoxCh0
174,1975,43,RAM,NFL,14,12,2,0,0.857,9.1,0.5,8.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,KnoxCh0
175,1976,44,RAM,NFL,14,10,3,1,0.75,10.5,5.9,4.5,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,KnoxCh0
176,1977,45,RAM,NFL,14,10,4,0,0.714,8.5,3.8,4.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,KnoxCh0
177,1978,46,BUF,NFL,16,5,11,0,0.313,-3.3,-0.1,-3.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
178,1979,47,BUF,NFL,16,7,9,0,0.438,-0.2,-3.3,3.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
179,1980,48,BUF,NFL,16,11,5,0,0.688,3.9,-1.6,5.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,KnoxCh0
180,1981,49,BUF,NFL,16,10,6,0,0.625,1.3,-2.5,3.9,2.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0,KnoxCh0
181,1982,50,BUF,NFL,9,4,5,0,0.444,1.5,-1.9,3.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
182,1983,51,SEA,NFL,16,9,7,0,0.563,1.5,3.4,-2.0,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,KnoxCh0
183,1984,52,SEA,NFL,16,12,4,0,0.75,9.0,5.4,3.5,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,KnoxCh0
184,1985,53,SEA,NFL,16,8,8,0,0.5,4.3,0.3,4.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,KnoxCh0
185,1986,54,SEA,NFL,16,10,6,0,0.625,6.4,2.4,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,KnoxCh0
186,1987,55,SEA,NFL,15,9,6,0,0.6,1.9,2.4,-0.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,KnoxCh0
187,1988,56,SEA,NFL,16,9,7,0,0.563,-0.7,1.2,-2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,KnoxCh0
188,1989,57,SEA,NFL,16,7,9,0,0.438,-2.8,-3.6,0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
189,1990,58,SEA,NFL,16,9,7,0,0.563,2.7,-0.5,3.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,KnoxCh0
190,1991,59,SEA,NFL,16,7,9,0,0.438,1.2,-1.5,2.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
191,1992,60,RAM,NFL,16,6,10,0,0.375,-2.9,1.1,-4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
192,1993,61,RAM,NFL,16,5,11,0,0.313,-8.4,-5.0,-3.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
193,1994,62,RAM,NFL,16,4,12,0,0.25,-5.3,-3.2,-2.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,KnoxCh0
194,2007,35,PIT,NFL,16,10,6,0,0.625,5.2,0.9,4.3,1.0,0.0,1.0,0.0,1.0,3.0,9.0,0,TomlMi0
195,2008,36,PIT,NFL,16,12,4,0,0.75,9.8,1.6,8.2,3.0,3.0,0.0,1.0,1.0,5.0,6.0,Super Bowl Champions,TomlMi0
196,2009,37,PIT,NFL,16,9,7,0,0.563,1.7,1.0,0.7,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0,TomlMi0
197,2010,38,PIT,NFL,16,12,4,0,0.75,10.2,2.5,7.7,3.0,2.0,1.0,0.667,1.0,3.0,7.0,AFC Champions,TomlMi0
198,2011,39,PIT,NFL,16,12,4,0,0.75,5.3,-0.8,6.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,0,TomlMi0
199,2012,40,PIT,NFL,16,8,8,0,0.5,-0.7,-2.8,2.1,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0,TomlMi0
200,2013,41,PIT,NFL,16,8,8,0,0.5,-2.0,-0.9,-1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0,TomlMi0
201,2014,42,PIT,NFL,16,11,5,0,0.688,2.2,4.4,-2.1,1.0,0.0,1.0,0.0,1.0,2.0,6.0,0,TomlMi0
202,2015,43,PIT,NFL,16,10,6,0,0.625,8.7,5.1,3.6,2.0,1.0,1.0,0.5,2.0,3.0,6.0,0,TomlMi0
203,2016,44,PIT,NFL,16,11,5,0,0.688,4.7,2.8,2.0,3.0,2.0,1.0,0.667,1.0,2.0,5.0,0,TomlMi0
204,2017,45,PIT,NFL,16,13,3,0,0.813,5.0,3.2,1.8,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0,TomlMi0
205,2018,46,PIT,NFL,16,9,6,1,0.594,5.6,3.9,1.7,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0,TomlMi0
206,2019,47,PIT,NFL,16,8,8,0,0.5,0.3,-4.3,4.6,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0,TomlMi0
207,2020,48,PIT,NFL,16,12,4,0,0.75,4.7,0.3,4.4,1.0,0.0,1.0,0.0,1.0,2.0,4.0,0,TomlMi0
208,2021,49,PIT,NFL,17,9,7,1,0.559,-2.5,-2.6,0.1,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0,TomlMi0
209,2022,50,PIT,NFL,17,9,8,0,0.529,-0.8,-3.0,2.3,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0,TomlMi0
210,2023,51,PIT,NFL,17,10,7,0,0.588,0.7,-3.0,3.7,1.0,0.0,1.0,0.0,3.0,4.0,7.0,0,TomlMi0
211,2024,52,PIT,NFL,17,10,7,0,0.588,2.1,-0.7,2.8,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0,TomlMi0
212,2006,43,GNB,NFL,16,8,8,0,0.5,-4.4,-2.3,-2.1,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0,McCaMi0
213,2007,44,GNB,NFL,16,13,3,0,0.813,9.0,5.7,3.3,2.0,1.0,1.0,0.5,1.0,5.0,11.0,0,McCaMi0
214,2008,45,GNB,NFL,16,6,10,0,0.375,2.9,4.1,-1.2,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0,McCaMi0
215,2009,46,GNB,NFL,16,11,5,0,0.688,7.4,6.3,1.1,1.0,0.0,1.0,0.0,2.0,5.0,14.0,0,McCaMi0
216,2010,47,GNB,NFL,16,10,6,0,0.625,10.9,3.1,7.9,4.0,4.0,0.0,1.0,2.0,4.0,8.0,Super Bowl Champions,McCaMi0
217,2011,48,GNB,NFL,16,15,1,0,0.938,11.4,11.5,-0.1,1.0,0.0,1.0,0.0,1.0,6.0,11.0,0,McCaMi0
218,2012,49,GNB,NFL,16,11,5,0,0.688,7.3,4.9,2.4,2.0,1.0,1.0,0.5,1.0,6.0,9.0,0,McCaMi0
219,2013,50,GNB,NFL,16,8,7,1,0.531,-3.1,0.5,-3.6,1.0,0.0,1.0,0.0,1.0,2.0,5.0,0,McCaMi0
220,2014,51,GNB,NFL,16,12,4,0,0.75,8.3,7.9,0.4,2.0,1.0,1.0,0.5,1.0,1.0,6.0,0,McCaMi0
221,2015,52,GNB,NFL,16,10,6,0,0.625,5.3,2.0,3.3,2.0,1.0,1.0,0.5,2.0,5.0,8.0,0,McCaMi0
222,2016,53,GNB,NFL,16,10,6,0,0.625,2.8,4.9,-2.0,3.0,2.0,1.0,0.667,1.0,3.0,5.0,0,McCaMi0
223,2017,54,GNB,NFL,16,7,9,0,0.438,-1.9,-0.3,-1.6,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0,McCaMi0
224,2018,55,GNB,NFL,12,4,7,1,0.375,-2.7,0.0,-2.7,0.0,0.0,0.0,0.0,3.0,1.0,1.0,Fired after Week 13,McCaMi0
225,2020,57,DAL,NFL,16,6,10,0,0.375,-5.1,1.0,-6.1,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0,McCaMi0
226,2021,58,DAL,NFL,17,12,5,0,0.706,9.9,8.2,1.7,1.0,0.0,1.0,0.0,1.0,2.0,5.0,0,McCaMi0
227,2022,59,DAL,NFL,17,12,5,0,0.706,6.5,5.3,1.3,2.0,1.0,1.0,0.5,2.0,0.0,2.0,0,McCaMi0
228,2023,60,DAL,NFL,17,12,5,0,0.706,9.2,6.5,2.7,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,McCaMi0
229,2024,61,DAL,NFL,17,7,10,0,0.412,-6.3,-2.6,-3.7,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0,McCaMi0
230,1994,36,HOU,NFL,6,1,5,0,0.167,-7.3,-4.7,-2.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,FishJe0
231,1995,37,HOU,NFL,16,7,9,0,0.438,0.8,-0.1,0.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,FishJe0
232,1996,38,HOU,NFL,16,8,8,0,0.5,1.0,0.1,0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,FishJe0
233,1997,39,TEN,NFL,16,8,8,0,0.5,1.7,-0.3,1.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,FishJe0
234,1998,40,TEN,NFL,16,8,8,0,0.5,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,FishJe0
235,1999,41,TEN,NFL,16,13,3,0,0.813,1.0,2.0,-1.0,4.0,3.0,1.0,0.75,2.0,1.0,5.0,AFC Champions,FishJe0
236,2000,42,TEN,NFL,16,13,3,0,0.813,8.3,1.5,6.8,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0,FishJe0
237,2001,43,TEN,NFL,16,7,9,0,0.438,-2.0,2.4,-4.4,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0,FishJe0
238,2002,44,TEN,NFL,16,11,5,0,0.688,1.8,1.6,0.1,2.0,1.0,1.0,0.5,1.0,1.0,7.0,0,FishJe0
239,2003,45,TEN,NFL,16,12,4,0,0.75,6.5,7.0,-0.5,2.0,1.0,1.0,0.5,2.0,2.0,5.0,0,FishJe0
240,2004,46,TEN,NFL,16,5,11,0,0.313,-4.4,0.3,-4.6,0.0,0.0,0.0,0.0,4.0,3.0,8.0,0,FishJe0
241,2005,47,TEN,NFL,16,4,12,0,0.25,-7.6,-2.0,-5.5,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0,FishJe0
242,2006,48,TEN,NFL,16,8,8,0,0.5,-1.3,1.0,-2.3,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0,FishJe0
243,2007,49,TEN,NFL,16,10,6,0,0.625,0.7,-2.9,3.6,1.0,0.0,1.0,0.0,3.0,4.0,6.0,0,FishJe0
244,2008,50,TEN,NFL,16,13,3,0,0.813,8.9,1.5,7.5,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0,FishJe0
245,2009,51,TEN,NFL,16,8,8,0,0.5,-2.8,0.9,-3.6,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0,FishJe0
246,2010,52,TEN,NFL,16,6,10,0,0.375,1.0,-0.9,1.9,0.0,0.0,0.0,0.0,4.0,3.0,9.0,0,FishJe0
247,2012,54,STL,NFL,16,7,8,1,0.469,0.4,-2.1,2.4,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0,FishJe0
248,2013,55,STL,NFL,16,7,9,0,0.438,2.2,0.4,1.8,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0,FishJe0
249,2014,56,STL,NFL,16,6,10,0,0.375,-0.8,-1.2,0.4,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0,FishJe0
250,2015,57,STL,NFL,16,7,9,0,0.438,-0.2,-3.8,3.6,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0,FishJe0
251,2016,58,LAR,NFL,13,4,9,0,0.308,-11.1,-9.5,-1.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Fired after Week 14,FishJe0
252,2008,46,BAL,NFL,16,11,5,0,0.688,9.8,4.2,5.6,3.0,2.0,1.0,0.667,2.0,5.0,10.0,0,HarbJo0
253,2009,47,BAL,NFL,16,9,7,0,0.563,7.5,2.6,4.9,2.0,1.0,1.0,0.5,2.0,7.0,13.0,0,HarbJo0
254,2010,48,BAL,NFL,16,12,4,0,0.75,6.4,0.9,5.5,2.0,1.0,1.0,0.5,2.0,1.0,9.0,0,HarbJo0
255,2011,49,BAL,NFL,16,12,4,0,0.75,6.1,2.6,3.5,2.0,1.0,1.0,0.5,1.0,7.0,12.0,0,HarbJo0
256,2012,50,BAL,NFL,16,10,6,0,0.625,2.9,1.9,1.0,4.0,4.0,0.0,1.0,1.0,3.0,7.0,Super Bowl Champions,HarbJo0
257,2013,51,BAL,NFL,16,8,8,0,0.5,-3.5,-5.0,1.4,0.0,0.0,0.0,0.0,3.0,7.0,12.0,0,HarbJo0
258,2014,52,BAL,NFL,16,10,6,0,0.625,4.6,1.8,2.8,2.0,1.0,1.0,0.5,3.0,2.0,9.0,0,HarbJo0
259,2015,53,BAL,NFL,16,5,11,0,0.313,-1.9,-0.7,-1.2,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0,HarbJo0
260,2016,54,BAL,NFL,16,8,8,0,0.5,1.5,-1.1,2.6,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0,HarbJo0
261,2017,55,BAL,NFL,16,9,7,0,0.563,3.4,2.2,1.2,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0,HarbJo0
262,2018,56,BAL,NFL,16,10,6,0,0.625,7.0,0.6,6.4,1.0,0.0,1.0,0.0,1.0,4.0,7.0,0,HarbJo0
263,2019,57,BAL,NFL,16,14,2,0,0.875,15.6,11.0,4.7,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0,HarbJo0
264,2020,58,BAL,NFL,16,11,5,0,0.688,8.3,3.9,4.3,2.0,1.0,1.0,0.5,2.0,3.0,6.0,0,HarbJo0
265,2021,59,BAL,NFL,17,8,9,0,0.471,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0,HarbJo0
266,2022,60,BAL,NFL,17,10,7,0,0.588,3.1,-0.2,3.4,1.0,0.0,1.0,0.0,2.0,2.0,7.0,0,HarbJo0
267,2023,61,BAL,NFL,17,13,4,0,0.765,13.2,6.7,6.5,2.0,1.0,1.0,0.5,1.0,0.0,3.0,0,HarbJo0
268,2024,62,BAL,NFL,17,12,5,0,0.706,9.9,8.0,1.9,2.0,1.0,1.0,0.5,1.0,1.0,4.0,0,HarbJo0
269,1983,42,NYG,NFL,16,3,12,1,0.219,-2.1,-5.5,3.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,ParcBi0
270,1984,43,NYG,NFL,16,9,7,0,0.563,0.8,-2.2,3.1,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,ParcBi0
271,1985,44,NYG,NFL,16,10,6,0,0.625,3.9,2.1,1.8,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,ParcBi0
272,1986,45,NYG,NFL,16,14,2,0,0.875,9.0,3.2,5.8,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,ParcBi0
273,1987,46,NYG,NFL,15,6,9,0,0.4,-0.7,-2.9,2.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,ParcBi0
274,1988,47,NYG,NFL,16,10,6,0,0.625,2.2,1.5,0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,ParcBi0
275,1989,48,NYG,NFL,16,12,4,0,0.75,6.4,1.9,4.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,ParcBi0
276,1990,49,NYG,NFL,16,13,3,0,0.813,7.7,0.0,7.6,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,ParcBi0
277,1993,52,NWE,NFL,16,5,11,0,0.313,-3.8,-4.0,0.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,ParcBi0
278,1994,53,NWE,NFL,16,10,6,0,0.625,3.2,1.9,1.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,ParcBi0
279,1995,54,NWE,NFL,16,6,10,0,0.375,-5.4,-2.8,-2.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,ParcBi0
280,1996,55,NWE,NFL,16,11,5,0,0.688,5.1,4.9,0.2,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,ParcBi0
281,1997,56,NYJ,NFL,16,9,7,0,0.563,2.9,0.1,2.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,ParcBi0
282,1998,57,NYJ,NFL,16,12,4,0,0.75,11.2,5.4,5.8,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,ParcBi0
283,1999,58,NYJ,NFL,16,8,8,0,0.5,3.1,0.2,2.9,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0,ParcBi0
284,2003,62,DAL,NFL,16,10,6,0,0.625,-0.5,-3.2,2.7,1.0,0.0,1.0,0.0,2.0,3.0,6.0,0,ParcBi0
285,2004,63,DAL,NFL,16,6,10,0,0.375,-7.8,-3.0,-4.8,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0,ParcBi0
286,2005,64,DAL,NFL,16,9,7,0,0.563,3.2,-0.1,3.2,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0,ParcBi0
287,2006,65,DAL,NFL,16,9,7,0,0.563,3.7,5.0,-1.3,1.0,0.0,1.0,0.0,2.0,6.0,9.0,0,ParcBi0
288,1994,43,NYJ,NFL,16,6,10,0,0.375,-2.2,-3.7,1.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,CarrPe0
289,1997,46,NWE,NFL,16,10,6,0,0.625,5.3,2.3,3.0,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,CarrPe0
290,1998,47,NWE,NFL,16,9,7,0,0.563,3.9,1.1,2.8,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0,CarrPe0
291,1999,48,NWE,NFL,16,8,8,0,0.5,2.2,-1.0,3.2,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0,CarrPe0
292,2010,59,SEA,NFL,16,7,9,0,0.438,-9.4,-3.9,-5.5,2.0,1.0,1.0,0.5,1.0,6.0,14.0,0,CarrPe0
293,2011,60,SEA,NFL,16,7,9,0,0.438,0.8,-0.5,1.3,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0,CarrPe0
294,2012,61,SEA,NFL,16,11,5,0,0.688,12.2,4.5,7.7,2.0,1.0,1.0,0.5,2.0,0.0,3.0,0,CarrPe0
295,2013,62,SEA,NFL,16,13,3,0,0.813,13.0,4.1,8.9,3.0,3.0,0.0,1.0,1.0,7.0,11.0,Super Bowl Champions,CarrPe0
296,2014,63,SEA,NFL,16,12,4,0,0.75,9.5,2.4,7.1,3.0,2.0,1.0,0.667,1.0,2.0,7.0,NFC Champions,CarrPe0
297,2015,64,SEA,NFL,16,10,6,0,0.625,11.3,5.4,6.0,2.0,1.0,1.0,0.5,2.0,5.0,11.0,0,CarrPe0
298,2016,65,SEA,NFL,16,10,5,1,0.656,2.1,-2.4,4.5,2.0,1.0,1.0,0.5,1.0,4.0,8.0,0,CarrPe0
299,2017,66,SEA,NFL,16,9,7,0,0.563,1.9,0.7,1.2,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0,CarrPe0
300,2018,67,SEA,NFL,16,10,6,0,0.625,4.5,3.0,1.5,1.0,0.0,1.0,0.0,2.0,4.0,6.0,0,CarrPe0
301,2019,68,SEA,NFL,16,11,5,0,0.688,2.7,2.9,-0.2,2.0,1.0,1.0,0.5,2.0,5.0,14.0,0,CarrPe0
302,2020,69,SEA,NFL,16,12,4,0,0.75,5.5,4.8,0.7,1.0,0.0,1.0,0.0,1.0,5.0,9.0,0,CarrPe0
303,2021,70,SEA,NFL,17,7,10,0,0.412,1.9,0.4,1.5,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0,CarrPe0
304,2022,71,SEA,NFL,17,9,8,0,0.529,-0.5,1.9,-2.4,1.0,0.0,1.0,0.0,2.0,1.0,6.0,0,CarrPe0
305,2023,72,SEA,NFL,17,9,8,0,0.529,-1.0,-0.2,-0.8,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0,CarrPe0
306,1995,49,JAX,NFL,16,4,12,0,0.25,-8.1,-4.4,-3.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,CougTo0
307,1996,50,JAX,NFL,16,9,7,0,0.563,-1.5,-1.6,0.1,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0,CougTo0
308,1997,51,JAX,NFL,16,11,5,0,0.688,5.5,4.4,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,CougTo0
309,1998,52,JAX,NFL,16,11,5,0,0.688,2.5,3.1,-0.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,CougTo0
310,1999,53,JAX,NFL,16,14,2,0,0.875,6.4,1.3,5.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0,CougTo0
311,2000,54,JAX,NFL,16,7,9,0,0.438,1.1,3.2,-2.1,0.0,0.0,0.0,0.0,4.0,6.0,7.0,0,CougTo0
312,2001,55,JAX,NFL,16,6,10,0,0.375,0.9,-1.1,2.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0,CougTo0
313,2002,56,JAX,NFL,16,6,10,0,0.375,-0.2,-1.3,1.1,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0,CougTo0
314,2004,58,NYG,NFL,16,6,10,0,0.375,-3.9,-2.3,-1.6,0.0,0.0,0.0,0.0,2.0,4.0,9.0,0,CougTo0
315,2005,59,NYG,NFL,16,11,5,0,0.688,7.5,5.8,1.7,1.0,0.0,1.0,0.0,1.0,2.0,9.0,0,CougTo0
316,2006,60,NYG,NFL,16,8,8,0,0.5,0.1,1.2,-1.1,1.0,0.0,1.0,0.0,3.0,6.0,12.0,0,CougTo0
317,2007,61,NYG,NFL,16,10,6,0,0.625,3.3,2.8,0.4,4.0,4.0,0.0,1.0,2.0,4.0,10.0,Super Bowl Champions,CougTo0
318,2008,62,NYG,NFL,16,12,4,0,0.75,8.4,5.5,2.8,1.0,0.0,1.0,0.0,1.0,6.0,9.0,0,CougTo0
319,2009,63,NYG,NFL,16,8,8,0,0.5,0.1,4.6,-4.5,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0,CougTo0
320,2010,64,NYG,NFL,16,10,6,0,0.625,2.1,1.7,0.4,0.0,0.0,0.0,0.0,2.0,7.0,12.0,0,CougTo0
321,2011,65,NYG,NFL,16,9,7,0,0.563,1.6,3.1,-1.5,4.0,4.0,0.0,1.0,1.0,4.0,12.0,Super Bowl Champions,CougTo0
322,2012,66,NYG,NFL,16,9,7,0,0.563,6.2,4.0,2.2,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0,CougTo0
323,2013,67,NYG,NFL,16,7,9,0,0.438,-5.4,-6.2,0.8,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0,CougTo0
324,2014,68,NYG,NFL,16,6,10,0,0.375,-1.7,0.8,-2.5,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0,CougTo0
325,2015,69,NYG,NFL,16,6,10,0,0.375,-3.6,2.5,-6.1,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0,CougTo0
326,2006,43,NOR,NFL,16,10,6,0,0.625,4.0,4.9,-0.9,2.0,1.0,1.0,0.5,1.0,5.0,12.0,0,PaytSe0
327,2007,44,NOR,NFL,16,7,9,0,0.438,-2.5,1.9,-4.5,0.0,0.0,0.0,0.0,3.0,2.0,11.0,0,PaytSe0
328,2008,45,NOR,NFL,16,8,8,0,0.5,4.0,6.8,-2.8,0.0,0.0,0.0,0.0,4.0,5.0,15.0,0,PaytSe0
329,2009,46,NOR,NFL,16,13,3,0,0.813,10.8,11.2,-0.5,3.0,3.0,0.0,1.0,1.0,5.0,11.0,Super Bowl Champions,PaytSe0
330,2010,47,NOR,NFL,16,11,5,0,0.688,2.3,1.5,0.8,1.0,0.0,1.0,0.0,2.0,6.0,8.0,0,PaytSe0
331,2011,48,NOR,NFL,16,13,3,0,0.813,11.4,10.6,0.8,2.0,1.0,1.0,0.5,1.0,4.0,7.0,0,PaytSe0
332,2013,50,NOR,NFL,16,11,5,0,0.688,8.8,3.8,5.0,2.0,1.0,1.0,0.5,2.0,2.0,5.0,0,PaytSe0
333,2014,51,NOR,NFL,16,7,9,0,0.438,-2.9,1.9,-4.8,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0,PaytSe0
334,2015,52,NOR,NFL,16,7,9,0,0.438,-6.6,1.1,-7.6,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0,PaytSe0
335,2016,53,NOR,NFL,16,7,9,0,0.438,1.5,6.8,-5.3,0.0,0.0,0.0,0.0,3.0,4.0,9.0,0,PaytSe0
336,2017,54,NOR,NFL,16,11,5,0,0.688,9.2,7.0,2.2,2.0,1.0,1.0,0.5,1.0,1.0,5.0,0,PaytSe0
337,2018,55,NOR,NFL,16,13,3,0,0.813,10.1,7.9,2.2,2.0,1.0,1.0,0.5,1.0,3.0,7.0,0,PaytSe0
338,2019,56,NOR,NFL,16,13,3,0,0.813,7.4,5.0,2.3,1.0,0.0,1.0,0.0,1.0,7.0,9.0,0,PaytSe0
339,2020,57,NOR,NFL,16,12,4,0,0.75,9.6,5.1,4.5,2.0,1.0,1.0,0.5,1.0,3.0,7.0,0,PaytSe0
340,2021,58,NOR,NFL,17,9,8,0,0.529,2.0,-1.5,3.6,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0,PaytSe0
341,2023,60,DEN,NFL,17,8,9,0,0.471,-3.8,-0.8,-3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0,PaytSe0
342,2024,61,DEN,NFL,17,10,7,0,0.588,6.4,2.1,4.3,1.0,0.0,1.0,0.0,3.0,2.0,9.0,0,PaytSe0
343,1988,36,RAI,NFL,16,7,9,0,0.438,-3.6,-0.3,-3.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,ShanMi0
344,1989,37,RAI,NFL,4,1,3,0,0.25,1.8,0.0,1.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,ShanMi0
345,1995,43,DEN,NFL,16,8,8,0,0.5,3.1,3.3,-0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,ShanMi0
346,1996,44,DEN,NFL,16,13,3,0,0.813,7.6,3.7,3.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,ShanMi0
347,1997,45,DEN,NFL,16,12,4,0,0.75,10.7,8.1,2.6,4.0,4.0,0.0,1.0,2.0,0.0,0.0,Super Bowl Champions,ShanMi0
348,1998,46,DEN,NFL,16,14,2,0,0.875,8.9,9.5,-0.6,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,ShanMi0
349,1999,47,DEN,NFL,16,6,10,0,0.375,3.4,1.0,2.4,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0,ShanMi0
350,2000,48,DEN,NFL,16,11,5,0,0.688,5.0,7.8,-2.7,1.0,0.0,1.0,0.0,2.0,5.0,11.0,0,ShanMi0
