,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Won,Num,Notes,id
600,2009,54,CAR,NFL,16,8,8,0,0.5,3.9,-0.6,4.5,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0,FoxxJo0
601,2010,55,CAR,NFL,16,2,14,0,0.125,-13.2,-9.1,-4.1,0.0,0.0,0.0,0.0,4.0,3.0,12.0,0,FoxxJo0
602,2011,56,DEN,NFL,16,8,8,0,0.5,-5.3,-3.6,-1.7,2.0,1.0,1.0,0.5,1.0,4.0,9.0,0,FoxxJo0
603,2012,57,DEN,NFL,16,13,3,0,0.813,10.1,6.3,3.8,1.0,0.0,1.0,0.0,1.0,6.0,7.0,0,FoxxJo0
604,2013,58,DEN,NFL,16,13,3,0,0.813,11.4,14.1,-2.7,3.0,2.0,1.0,0.667,1.0,1.0,8.0,AFC Champions,FoxxJo0
605,2014,59,DEN,NFL,16,12,4,0,0.75,9.6,9.2,0.4,1.0,0.0,1.0,0.0,1.0,2.0,6.0,0,FoxxJo0
606,2015,60,CHI,NFL,16,6,10,0,0.375,-1.3,-0.1,-1.2,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0,FoxxJo0
607,2016,61,CHI,NFL,16,3,13,0,0.188,-7.5,-5.2,-2.3,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,FoxxJo0
608,2017,62,CHI,NFL,16,5,11,0,0.313,-1.3,-4.6,3.3,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0,FoxxJo0
609,2003,45,CIN,NFL,16,8,8,0,0.5,-2.4,1.1,-3.5,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,LewiMa0
610,2004,46,CIN,NFL,16,8,8,0,0.5,2.7,4.3,-1.6,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,LewiMa0
611,2005,47,CIN,NFL,16,11,5,0,0.688,3.8,6.5,-2.7,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,LewiMa0
612,2006,48,CIN,NFL,16,8,8,0,0.5,4.1,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,LewiMa0
613,2007,49,CIN,NFL,16,7,9,0,0.438,-2.4,1.6,-4.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,LewiMa0
614,2008,50,CIN,NFL,16,4,11,1,0.281,-7.0,-6.9,-0.1,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,LewiMa0
615,2009,51,CIN,NFL,16,10,6,0,0.625,0.7,-2.5,3.2,1.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,LewiMa0
616,2010,52,CIN,NFL,16,4,12,0,0.25,-1.4,0.4,-1.9,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,LewiMa0
617,2011,53,CIN,NFL,16,9,7,0,0.563,0.5,0.7,-0.2,1.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,LewiMa0
618,2012,54,CIN,NFL,16,10,6,0,0.625,2.1,1.2,0.9,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,LewiMa0
619,2013,55,CIN,NFL,16,11,5,0,0.688,5.4,2.3,3.0,1.0,0.0,1.0,0.0,1.0,7.0,9.0,0.0,LewiMa0
620,2014,56,CIN,NFL,16,10,5,1,0.656,0.7,-0.5,1.3,1.0,0.0,1.0,0.0,2.0,4.0,5.0,0.0,LewiMa0
621,2015,57,CIN,NFL,16,12,4,0,0.75,10.6,4.8,5.8,1.0,0.0,1.0,0.0,1.0,7.0,10.0,0.0,LewiMa0
622,2016,58,CIN,NFL,16,6,9,1,0.406,1.0,-1.5,2.5,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,LewiMa0
623,2017,59,CIN,NFL,16,7,9,0,0.438,-5.0,-4.1,-0.9,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,LewiMa0
624,2018,60,CIN,NFL,16,6,10,0,0.375,-3.4,0.0,-3.4,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,LewiMa0
635,1970,46,KAN,NFL,14,7,5,2,0.583,1.5,-0.1,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,StraHa0
636,1971,47,KAN,NFL,14,10,3,1,0.769,5.1,0.6,4.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,StraHa0
637,1972,48,KAN,NFL,14,8,6,0,0.571,2.6,0.4,2.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,StraHa0
638,1973,49,KAN,NFL,14,7,5,2,0.571,1.0,-4.2,5.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,StraHa0
639,1974,50,KAN,NFL,14,5,9,0,0.357,-2.4,-1.3,-1.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,StraHa0
640,1976,52,NOR,NFL,14,4,10,0,0.286,-6.1,-0.6,-5.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,StraHa0
641,1977,53,NOR,NFL,14,3,11,0,0.214,-9.2,0.3,-9.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,StraHa0
658,1970,63,NYJ,NFL,14,4,10,0,0.286,-4.9,-2.2,-2.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,EwbaWe0
659,1971,64,NYJ,NFL,14,6,8,0,0.429,-5.4,-3.7,-1.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,EwbaWe0
660,1972,65,NYJ,NFL,14,7,7,0,0.5,0.5,4.7,-4.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,EwbaWe0
661,1973,66,NYJ,NFL,14,4,10,0,0.286,-3.4,-1.8,-1.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,EwbaWe0
662,1986,51,NOR,NFL,16,7,9,0,0.438,0.0,-2.5,2.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,MoraJi0
663,1987,52,NOR,NFL,15,12,3,0,0.8,10.1,6.8,3.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
664,1988,53,NOR,NFL,16,10,6,0,0.625,1.5,-1.0,2.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MoraJi0
665,1989,54,NOR,NFL,16,9,7,0,0.563,4.6,2.3,2.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MoraJi0
666,1990,55,NOR,NFL,16,8,8,0,0.5,-1.3,-4.7,3.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
667,1991,56,NOR,NFL,16,11,5,0,0.688,9.0,2.8,6.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,MoraJi0
668,1992,57,NOR,NFL,16,12,4,0,0.75,7.8,0.7,7.1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
669,1993,58,NOR,NFL,16,8,8,0,0.5,-1.3,0.7,-2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
670,1994,59,NOR,NFL,16,7,9,0,0.438,-3.6,1.0,-4.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
671,1995,60,NOR,NFL,16,7,9,0,0.438,-2.2,-1.7,-0.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
672,1996,61,NOR,NFL,8,2,6,0,0.25,-8.1,-7.1,-1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
673,1998,63,IND,NFL,16,3,13,0,0.188,-5.4,-0.1,-5.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
674,1999,64,IND,NFL,16,13,3,0,0.813,6.1,6.6,-0.5,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,MoraJi0
675,2000,65,IND,NFL,16,10,6,0,0.625,7.9,7.1,0.8,1.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,MoraJi0
676,2001,66,IND,NFL,16,6,10,0,0.375,-3.8,6.1,-9.8,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,MoraJi0
692,1971,60,SDG,NFL,10,4,6,0,0.4,-4.1,2.6,-6.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GillSi0
693,1973,62,HOU,NFL,9,1,8,0,0.111,-16.8,-4.4,-12.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GillSi0
694,1974,63,HOU,NFL,14,7,7,0,0.5,-1.9,-1.3,-0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,GillSi0
695,1982,43,CHI,NFL,9,3,6,0,0.333,-5.4,-4.2,-1.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,DitkMi0
696,1983,44,CHI,NFL,16,8,8,0,0.5,-1.1,-2.5,1.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,DitkMi0
697,1984,45,CHI,NFL,16,10,6,0,0.625,4.7,-1.7,6.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,DitkMi0
698,1985,46,CHI,NFL,16,15,1,0,0.938,15.9,6.5,9.4,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,DitkMi0
699,1986,47,CHI,NFL,16,14,2,0,0.875,7.6,-0.1,7.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,DitkMi0
700,1987,48,CHI,NFL,15,11,4,0,0.733,3.8,1.5,2.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,DitkMi0
701,1988,49,CHI,NFL,16,12,4,0,0.75,6.6,0.0,6.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,DitkMi0
702,1989,50,CHI,NFL,16,6,10,0,0.375,0.0,1.8,-1.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,DitkMi0
703,1990,51,CHI,NFL,16,11,5,0,0.688,3.4,0.1,3.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,DitkMi0
704,1991,52,CHI,NFL,16,11,5,0,0.688,0.8,-1.2,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,DitkMi0
705,1992,53,CHI,NFL,16,5,11,0,0.313,-3.5,-0.2,-3.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,DitkMi0
706,1997,58,NOR,NFL,16,6,10,0,0.375,-7.4,-6.8,-0.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,DitkMi0
707,1998,59,NOR,NFL,16,6,10,0,0.375,0.1,-1.5,1.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,DitkMi0
708,1999,60,NOR,NFL,16,3,13,0,0.188,-12.1,-5.3,-6.9,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0,DitkMi0
709,1976,40,PHI,NFL,14,4,10,0,0.286,-8.7,-7.3,-1.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,VermDi0
710,1977,41,PHI,NFL,14,5,9,0,0.357,-0.6,-2.5,1.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,VermDi0
711,1978,42,PHI,NFL,16,9,7,0,0.563,2.3,-1.1,3.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,VermDi0
712,1979,43,PHI,NFL,16,11,5,0,0.688,2.7,0.3,2.4,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,VermDi0
713,1980,44,PHI,NFL,16,12,4,0,0.75,9.7,2.9,6.8,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,VermDi0
714,1981,45,PHI,NFL,16,10,6,0,0.625,8.7,2.0,6.7,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,VermDi0
715,1982,46,PHI,NFL,9,3,6,0,0.333,0.7,2.7,-2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,VermDi0
716,1997,61,STL,NFL,16,5,11,0,0.313,-4.0,-1.8,-2.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,VermDi0
717,1998,62,STL,NFL,16,4,12,0,0.25,-2.3,-2.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,VermDi0
718,1999,63,STL,NFL,16,13,3,0,0.813,11.9,8.7,3.2,3.0,3.0,0.0,1.0,1.0,0.0,3.0,Super Bowl Champions,VermDi0
719,2001,65,KAN,NFL,16,6,10,0,0.375,-1.2,-0.2,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,VermDi0
720,2002,66,KAN,NFL,16,8,8,0,0.5,6.1,8.4,-2.3,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0,VermDi0
721,2003,67,KAN,NFL,16,13,3,0,0.813,8.3,9.2,-0.9,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0,VermDi0
722,2004,68,KAN,NFL,16,7,9,0,0.438,5.3,10.0,-4.7,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0,VermDi0
723,2005,69,KAN,NFL,16,10,6,0,0.625,7.0,5.1,1.9,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0,VermDi0
724,1998,35,OAK,NFL,16,8,8,0,0.5,-5.6,-4.1,-1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,GrudJo0
725,1999,36,OAK,NFL,16,8,8,0,0.5,6.8,5.7,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0,GrudJo0
726,2000,37,OAK,NFL,16,12,4,0,0.75,9.7,8.0,1.8,2.0,1.0,1.0,0.5,1.0,4.0,9.0,0,GrudJo0
727,2001,38,OAK,NFL,16,10,6,0,0.625,3.6,4.0,-0.4,2.0,1.0,1.0,0.5,1.0,2.0,5.0,0,GrudJo0
728,2002,39,TAM,NFL,16,12,4,0,0.75,8.8,-1.0,9.8,3.0,3.0,0.0,1.0,1.0,4.0,8.0,Super Bowl Champions,GrudJo0
729,2003,40,TAM,NFL,16,7,9,0,0.438,1.6,-2.9,4.5,0.0,0.0,0.0,0.0,3.0,2.0,8.0,0,GrudJo0
730,2004,41,TAM,NFL,16,5,11,0,0.313,-2.7,-4.0,1.3,0.0,0.0,0.0,0.0,4.0,3.0,8.0,0,GrudJo0
731,2005,42,TAM,NFL,16,11,5,0,0.688,-1.0,-2.8,1.8,1.0,0.0,1.0,0.0,1.0,3.0,11.0,0,GrudJo0
732,2006,43,TAM,NFL,16,4,12,0,0.25,-7.9,-7.2,-0.8,0.0,0.0,0.0,0.0,4.0,4.0,9.0,0,GrudJo0
733,2007,44,TAM,NFL,16,9,7,0,0.563,1.2,-2.3,3.6,1.0,0.0,1.0,0.0,1.0,3.0,7.0,0,GrudJo0
734,2008,45,TAM,NFL,16,9,7,0,0.563,2.3,-0.6,2.9,0.0,0.0,0.0,0.0,3.0,3.0,11.0,0,GrudJo0
735,2018,55,OAK,NFL,16,4,12,0,0.25,-9.3,-5.2,-4.1,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0,GrudJo0
736,2019,56,OAK,NFL,16,7,9,0,0.438,-6.9,-2.5,-4.4,0.0,0.0,0.0,0.0,3.0,1.0,10.0,0,GrudJo0
737,2020,57,LVR,NFL,16,8,8,0,0.5,-2.0,2.9,-4.9,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0,GrudJo0
738,2021,58,LVR,NFL,5,3,2,0,0.6,-3.3,-0.7,-2.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,Resigned after Week 5,GrudJo0
743,1970,52,RAM,NFL,14,9,4,1,0.692,9.6,4.4,5.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,AlleGe0
744,1971,53,WAS,NFL,14,9,4,1,0.692,5.1,-0.6,5.8,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
745,1972,54,WAS,NFL,14,11,3,0,0.786,6.3,2.7,3.7,3.0,2.0,1.0,0.667,1.0,0.0,0.0,NFC Champions,AlleGe0
746,1973,55,WAS,NFL,14,10,4,0,0.714,7.4,1.2,6.2,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
747,1974,56,WAS,NFL,14,10,4,0,0.714,10.2,5.7,4.5,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
748,1975,57,WAS,NFL,14,8,6,0,0.571,2.8,2.6,0.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,AlleGe0
749,1976,58,WAS,NFL,14,10,4,0,0.714,3.0,1.2,1.8,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,AlleGe0
750,1977,59,WAS,NFL,14,9,5,0,0.643,-0.5,-3.1,2.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,AlleGe0
751,1989,49,SFO,NFL,16,14,2,0,0.875,10.7,5.8,4.9,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,SeifGe0
752,1990,50,SFO,NFL,16,14,2,0,0.875,5.8,1.2,4.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,SeifGe0
753,1991,51,SFO,NFL,16,10,6,0,0.625,10.9,6.6,4.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,SeifGe0
754,1992,52,SFO,NFL,16,14,2,0,0.875,11.8,7.3,4.5,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,SeifGe0
755,1993,53,SFO,NFL,16,10,6,0,0.625,9.7,9.9,-0.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,SeifGe0
756,1994,54,SFO,NFL,16,13,3,0,0.813,11.6,9.9,1.7,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,SeifGe0
757,1995,55,SFO,NFL,16,11,5,0,0.688,11.8,6.5,5.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,SeifGe0
758,1996,56,SFO,NFL,16,12,4,0,0.75,8.0,3.7,4.3,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,SeifGe0
759,1999,59,CAR,NFL,16,8,8,0,0.5,-1.1,3.0,-4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,SeifGe0
760,2000,60,CAR,NFL,16,7,9,0,0.438,-1.1,-3.6,2.5,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0,SeifGe0
761,2001,61,CAR,NFL,16,1,15,0,0.063,-8.9,-4.6,-4.4,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0,SeifGe0
762,1994,42,WAS,NFL,16,3,13,0,0.188,-6.1,0.3,-6.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,TurnNo0
763,1995,43,WAS,NFL,16,6,10,0,0.375,-1.9,-0.8,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,TurnNo0
764,1996,44,WAS,NFL,16,9,7,0,0.563,1.8,2.3,-0.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,TurnNo0
765,1997,45,WAS,NFL,16,8,7,1,0.531,1.3,-0.6,1.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,TurnNo0
766,1998,46,WAS,NFL,16,6,10,0,0.375,-7.5,-1.5,-6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,TurnNo0
767,1999,47,WAS,NFL,16,10,6,0,0.625,2.9,6.8,-3.9,2.0,1.0,1.0,0.5,1.0,3.0,7.0,0,TurnNo0
768,2000,48,WAS,NFL,13,7,6,0,0.538,1.0,-2.9,3.8,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Fired after week 14,TurnNo0
769,2004,52,OAK,NFL,16,5,11,0,0.313,-4.3,-0.6,-3.7,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,TurnNo0
770,2005,53,OAK,NFL,16,4,12,0,0.25,-2.8,-1.2,-1.6,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0,TurnNo0
771,2007,55,SDG,NFL,16,11,5,0,0.688,8.8,4.3,4.5,3.0,2.0,1.0,0.667,1.0,1.0,7.0,0,TurnNo0
772,2008,56,SDG,NFL,16,8,8,0,0.5,5.0,5.0,0.0,2.0,1.0,1.0,0.5,1.0,0.0,8.0,0,TurnNo0
773,2009,57,SDG,NFL,16,13,3,0,0.813,6.6,6.4,0.2,1.0,0.0,1.0,0.0,1.0,3.0,8.0,0,TurnNo0
774,2010,58,SDG,NFL,16,9,7,0,0.563,4.8,3.2,1.6,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0,TurnNo0
775,2011,59,SDG,NFL,16,8,8,0,0.5,0.9,2.7,-1.8,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0,TurnNo0
776,2012,60,SDG,NFL,16,7,9,0,0.438,-2.3,-2.0,-0.4,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0,TurnNo0
777,1992,43,MIN,NFL,16,11,5,0,0.688,7.7,4.4,3.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,GreeDe0
778,1993,44,MIN,NFL,16,9,7,0,0.563,-0.1,-1.3,1.2,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,GreeDe0
779,1994,45,MIN,NFL,16,10,6,0,0.625,3.2,2.4,0.8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,GreeDe0
780,1995,46,MIN,NFL,16,8,8,0,0.5,3.7,5.1,-1.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,GreeDe0
781,1996,47,MIN,NFL,16,9,7,0,0.563,-0.1,-0.9,0.7,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,GreeDe0
782,1997,48,MIN,NFL,16,9,7,0,0.563,-0.1,1.7,-1.8,2.0,1.0,1.0,0.5,4.0,0.0,0.0,0.0,GreeDe0
783,1998,49,MIN,NFL,16,15,1,0,0.938,14.9,13.2,1.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,GreeDe0
784,1999,50,MIN,NFL,16,10,6,0,0.625,4.4,5.2,-0.8,2.0,1.0,1.0,0.5,2.0,1.0,5.0,0.0,GreeDe0
785,2000,51,MIN,NFL,16,11,5,0,0.688,1.9,4.3,-2.3,2.0,1.0,1.0,0.5,1.0,5.0,7.0,0.0,GreeDe0
786,2001,52,MIN,NFL,15,5,10,0,0.333,-4.7,-0.8,-3.9,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,GreeDe0
787,2004,55,ARI,NFL,16,6,10,0,0.375,-4.9,-5.1,0.2,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,GreeDe0
788,2005,56,ARI,NFL,16,5,11,0,0.313,-5.0,-2.0,-3.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,GreeDe0
789,2006,57,ARI,NFL,16,5,11,0,0.313,-6.9,-2.6,-4.3,0.0,0.0,0.0,0.0,4.0,3.0,10.0,0.0,GreeDe0
790,1973,49,STL,NFL,14,4,9,1,0.321,-3.3,1.8,-5.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
791,1974,50,STL,NFL,14,10,4,0,0.714,5.8,2.8,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,CoryDo0
792,1975,51,STL,NFL,14,11,3,0,0.786,3.5,3.4,0.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,CoryDo0
793,1976,52,STL,NFL,14,10,4,0,0.714,2.6,3.5,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,CoryDo0
794,1977,53,STL,NFL,14,7,7,0,0.5,-1.4,2.6,-4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,CoryDo0
795,1978,54,SDG,NFL,12,8,4,0,0.667,3.6,4.6,-0.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
796,1979,55,SDG,NFL,16,12,4,0,0.75,11.8,6.0,5.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,CoryDo0
797,1980,56,SDG,NFL,16,11,5,0,0.688,6.0,6.5,-0.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,CoryDo0
798,1981,57,SDG,NFL,16,10,6,0,0.625,4.4,9.2,-4.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,CoryDo0
799,1982,58,SDG,NFL,9,6,3,0,0.667,5.3,10.6,-5.3,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,CoryDo0
800,1983,59,SDG,NFL,16,6,10,0,0.375,-4.6,1.1,-5.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
801,1984,60,SDG,NFL,16,7,9,0,0.438,0.8,4.8,-4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,CoryDo0
802,1985,61,SDG,NFL,16,8,8,0,0.5,1.1,8.3,-7.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,CoryDo0
803,1986,62,SDG,NFL,8,1,7,0,0.125,-1.9,1.2,-3.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,CoryDo0
820,1970,34,OAK,NFL,14,8,4,2,0.667,1.0,2.3,-1.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
821,1971,35,OAK,NFL,14,8,4,2,0.667,3.7,4.8,-1.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,MaddJo0
822,1972,36,OAK,NFL,14,10,3,1,0.75,8.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,MaddJo0
823,1973,37,OAK,NFL,14,9,4,1,0.679,6.7,0.0,6.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
824,1974,38,OAK,NFL,14,12,2,0,0.857,9.0,6.4,2.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
825,1975,39,OAK,NFL,14,11,3,0,0.786,6.8,5.5,1.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MaddJo0
826,1976,40,OAK,NFL,14,13,1,0,0.929,8.5,6.3,2.2,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,MaddJo0
827,1977,41,OAK,NFL,14,11,3,0,0.786,10.4,8.8,1.6,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,MaddJo0
828,1978,42,OAK,NFL,16,9,7,0,0.563,2.6,1.6,1.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,MaddJo0
829,2011,49,CAR,NFL,16,6,10,0,0.375,-1.3,2.6,-3.9,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,RiveRo0
830,2012,50,CAR,NFL,16,7,9,0,0.438,0.8,-0.5,1.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,RiveRo0
831,2013,51,CAR,NFL,16,12,4,0,0.75,9.2,0.6,8.6,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0,RiveRo0
832,2014,52,CAR,NFL,16,7,8,1,0.469,-3.1,-2.4,-0.7,2.0,1.0,1.0,0.5,1.0,3.0,7.0,0,RiveRo0
833,2015,53,CAR,NFL,16,15,1,0,0.938,8.1,6.0,2.1,3.0,2.0,1.0,0.667,1.0,10.0,17.0,NFC Champions,RiveRo0
834,2016,54,CAR,NFL,16,6,10,0,0.375,-1.0,-0.2,-0.8,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0,RiveRo0
835,2017,55,CAR,NFL,16,11,5,0,0.688,4.3,1.7,2.7,1.0,0.0,1.0,0.0,2.0,3.0,6.0,0,RiveRo0
836,2018,56,CAR,NFL,16,7,9,0,0.438,0.9,0.1,0.8,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0,RiveRo0
837,2019,57,CAR,NFL,12,5,7,0,0.417,-7.0,-1.9,-5.1,0.0,0.0,0.0,0.0,4.0,1.0,4.0,Fired after Week 13,RiveRo0
