,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2024,37,SEA,NFL,17,10,7,0,0.588,1.3,-0.3,1.5,,,,,2.0,1,0,
1,2025,38,SEA,NFL,17,14,3,0,0.824,12.8,6.2,6.7,3.0,3.0,0.0,1.0,1.0,3,2,Super Bowl Champions
2,2 yrs,2 yrs,,,34,24,10,0,0.706,,,,3.0,3.0,0.0,1.0,1.5,4,2,
