,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1933,40,BKN,NFL,10,5,4,1,0.556,0.2,-2.2,2.4,,,,,2.0,
1,1934,41,BKN,NFL,11,4,7,0,0.364,-8.0,-4.2,-3.8,,,,,3.0,
2,2 yrs,2 yrs,,,21,9,11,1,0.45,,,,0.0,0.0,0.0,,2.5,
