,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2022,47,IND,NFL,8,1,7,0,0.125,-8.6,-4.9,-3.7,,,,,3.0,5,4,Interim coach after week 9
1,1 yr,1 yr,,,8,1,7,0,0.125,,,,,,,,3.0,5,4,
