,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1986,39,SDG,NFL,8,3,5,0,0.375,-1.9,1.2,-3.1,,,,,5.0,
1,1987,40,SDG,NFL,15,8,7,0,0.533,-3.7,-4.3,0.5,,,,,3.0,
2,1988,41,SDG,NFL,16,6,10,0,0.375,-7.4,-7.1,-0.2,,,,,4.0,
3,3 yrs,3 yrs,,,39,17,22,0,0.436,,,,0.0,0.0,0.0,,4.0,
