,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2020,38,CLE,NFL,16,11,5,0,0.688,-2.6,0.3,-2.8,2.0,1.0,1.0,0.5,3.0,9,5,
1,2021,39,CLE,NFL,17,8,9,0,0.471,-1.3,-2.7,1.3,,,,,3.0,2,2,
2,2022,40,CLE,NFL,17,7,10,0,0.412,-0.1,0.7,-0.9,,,,,4.0,2,0,
3,2023,41,CLE,NFL,17,11,6,0,0.647,3.3,2.4,0.9,1.0,0.0,1.0,0.0,2.0,5,2,
4,2024,42,CLE,NFL,17,3,14,0,0.176,-9.2,-7.1,-2.1,,,,,4.0,1,0,
5,2025,43,CLE,NFL,17,5,12,0,0.294,-7.4,-8.0,0.6,,,,,4.0,3,1,
6,6 yrs,6 yrs,,,101,45,56,0,0.446,,,,3.0,1.0,2.0,0.333,3.3,22,10,
