,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1958,42,CRD,NFL,12,2,9,1,0.182,-7.4,0.8,-8.2,,,,,5.0,
1,1959,43,CRD,NFL,12,2,10,0,0.167,-8.2,-1.2,-7.1,,,,,6.0,
2,1960,44,STL,NFL,12,6,5,1,0.545,5.2,1.8,3.3,,,,,4.0,
3,1961,45,STL,NFL,12,5,7,0,0.417,-1.5,-2.6,1.1,,,,,4.0,
4,1962,46,HOU,AFL,14,11,3,0,0.786,7.3,4.1,3.3,1.0,0.0,1.0,0.0,1.0,
5,1963,47,HOU,AFL,14,6,8,0,0.429,-4.4,-1.1,-3.3,,,,,3.0,
6,6 yrs,6 yrs,,,76,32,42,2,0.432,,,,1.0,0.0,1.0,0.0,3.8,
7,4 yrs,4 yrs,CRD-STL,,48,15,31,2,0.326,,,,0.0,0.0,0.0,,4.8,
8,2 yrs,2 yrs,HOU,,28,17,11,0,0.607,,,,1.0,0.0,1.0,0.0,2.0,
