,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2024,38,NWE,NFL,17,4,13,0,0.235,-8.1,-6.2,-1.9,,,,,4.0,3,1,
1,1 yr,1 yr,,,17,4,13,0,0.235,,,,,,,,4.0,3,1,
