,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2018,57,IND,NFL,16,10,6,0,0.625,3.4,3.9,-0.6,2.0,1.0,1.0,0.5,2.0,5,2,
1,2019,58,IND,NFL,16,7,9,0,0.438,-1.8,-1.0,-0.8,,,,,3.0,8,2,
2,2020,59,IND,NFL,16,11,5,0,0.688,2.8,1.2,1.6,1.0,0.0,1.0,0.0,2.0,7,3,
3,2021,60,IND,NFL,17,9,8,0,0.529,4.4,3.3,1.1,,,,,2.0,3,3,
4,2022,61,IND,NFL,9,3,5,1,0.389,-8.6,-4.9,-3.7,,,,,3.0,1,0,Fired after week 9
5,2023,62,CAR,NFL,11,1,10,0,0.091,-9.9,-7.9,-2.0,,,,,4.0,1,0,fired after week 12
6,6 yrs,6 yrs,,,85,41,43,1,0.488,,,,3.0,1.0,2.0,0.333,2.7,25,10,
7,5 yrs,5 yrs,IND,,74,40,33,1,0.547,,,,3.0,1.0,2.0,0.333,2.4,24,10,
8,1 yr,1 yr,CAR,,11,1,10,0,0.091,,,,,,,,4.0,1,0,
