,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1925,24,BUF,NFL,9,1,6,2,0.143,-6.5,-4.5,-2.0,,,,,15.0,
1,1 yr,1 yr,,,9,1,6,2,0.143,,,,0.0,0.0,0.0,,15.0,
