,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2024,43,CAR,NFL,17,5,12,0,0.294,-11.0,-2.6,-8.4,,,,,3,2,1,
1,2025,44,CAR,NFL,17,8,9,0,0.471,-3.6,-4.9,1.4,1.0,0.0,1.0,0.0,1,3,1,
2,2 yrs,2 yrs,,,34,13,21,0,0.382,,,,1.0,0.0,1.0,0.0,2,5,2,
