,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2025,52,DAL,NFL,17,7,9,1,0.441,-4.1,4.6,-8.7,,,,,2.0,2,0,
1,1 yr,1 yr,,,17,7,9,1,0.441,,,,,,,,2.0,2,0,
