,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1969,48,SDG,AFL,5,4,1,0,0.8,1.5,-0.5,2.0,,,,,3.0,
1,1970,49,SDG,NFL,14,5,6,3,0.455,-0.7,0.5,-1.2,,,,,3.0,
2,2 yrs,2 yrs,,,19,9,7,3,0.563,,,,0.0,0.0,0.0,,3.0,
