,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2023,38,IND,NFL,17,9,8,0,0.529,-1.3,2.4,-3.8,,,,,2.0,4,3,
1,2024,39,IND,NFL,17,8,9,0,0.471,-3.7,-0.5,-3.2,,,,,2.0,2,0,
2,2025,40,IND,NFL,17,8,9,0,0.471,5.0,5.9,-1.0,,,,,3.0,8,6,
3,3 yrs,3 yrs,,,51,25,26,0,0.49,,,,,,,,2.3,14,9,
