,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2025,36,NOR,NFL,17,6,11,0,0.353,-4.9,-5.5,0.6,,,,,4.0,6,1,
1,1 yr,1 yr,,,17,6,11,0,0.353,,,,,,,,4.0,6,1,
