,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2023,40,ARI,NFL,17,4,13,0,0.235,-5.4,-1.8,-3.7,,,,,4.0,1,1,
1,2024,41,ARI,NFL,17,8,9,0,0.471,2.1,0.8,1.2,,,,,3.0,4,2,
2,2025,42,ARI,NFL,17,3,14,0,0.176,-4.4,-1.0,-3.4,,,,,4.0,0,0,
3,3 yrs,3 yrs,,,51,15,36,0,0.294,,,,,,,,3.7,5,3,
