,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2009,33,DEN,NFL,16,8,8,0,0.5,0.3,-1.0,1.3,,,,,2.0,9,3,
1,2010,34,DEN,NFL,12,3,9,0,0.25,-8.9,-1.1,-7.8,,,,,4.0,4,2,Fired after Week 13
2,2022,46,LVR,NFL,17,6,11,0,0.353,-2.5,1.2,-3.7,,,,,3.0,5,3,
3,2023,47,LVR,NFL,8,3,5,0,0.375,-0.9,-2.4,1.6,,,,,2.0,0,0,Fired after week 8
4,4 yrs,4 yrs,,,53,20,33,0,0.377,,,,0.0,0.0,0.0,,2.8,18,8,
5,2 yrs,2 yrs,DEN,,28,11,17,0,0.393,,,,0.0,0.0,0.0,,3.0,13,5,
6,2 yrs,2 yrs,LVR,,25,9,16,0,0.36,,,,,,,,2.5,5,3,
