,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1920,26,CLE,APFA,3,0,2,1,0.0,9.2,-1.6,10.8,,,,,10.0,
1,1 yr,1 yr,,,3,0,2,1,0.0,,,,0.0,0.0,0.0,,10.0,
