label,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes,Tenure,Tenure_W,Tenure_L,Tenure_PW,Tenure_PL,Total_W,Total_L,Total_PW,Total_PL,Exp,Fired
ShulDo063,1963,33,BAL,NFL,14,8,6,0,0.571,2.0,0.8,1.2,0,0,0,0.0,3,0.0,0.0,N/A,1.0,8.0,6.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0
ShulDo064,1964,34,BAL,NFL,14,12,2,0,0.857,15.5,9.3,6.2,1,0,1,0.0,1,0.0,0.0,N/A,2.0,20.0,8.0,0.0,1.0,20.0,8.0,0.0,1.0,2.0,0.0
ShulDo065,1965,35,BAL,NFL,14,10,3,1,0.769,12.9,7.0,5.9,1,0,1,0.0,1,0.0,0.0,N/A,3.0,30.0,11.0,0.0,2.0,30.0,11.0,0.0,2.0,3.0,0.0
ShulDo066,1966,36,BAL,NFL,14,9,5,0,0.643,7.6,2.2,5.5,0,0,0,0.0,2,0.0,0.0,N/A,4.0,39.0,16.0,0.0,2.0,39.0,16.0,0.0,2.0,4.0,0.0
ShulDo067,1967,37,BAL,NFL,14,11,1,2,0.917,13.2,6.4,6.8,0,0,0,0.0,1,0.0,0.0,N/A,5.0,50.0,17.0,0.0,2.0,50.0,17.0,0.0,2.0,5.0,0.0
ShulDo068,1968,38,BAL,NFL,14,13,1,0,0.929,17.9,8.0,9.9,3,2,1,0.667,1,0.0,0.0,NFL Champions,6.0,63.0,18.0,2.0,3.0,63.0,18.0,2.0,3.0,6.0,0.0
ShulDo069,1969,39,BAL,NFL,14,8,5,1,0.615,3.0,0.5,2.5,0,0,0,0.0,2,0.0,0.0,N/A,7.0,71.0,23.0,2.0,3.0,71.0,23.0,2.0,3.0,7.0,1.0
ShulDo070,1970,40,MIA,NFL,14,10,4,0,0.714,-1.3,-1.3,0.0,1,0,1,0.0,2,0.0,0.0,N/A,1.0,10.0,4.0,0.0,1.0,81.0,27.0,2.0,4.0,8.0,0.0
ShulDo071,1971,41,MIA,NFL,14,10,3,1,0.769,7.7,2.4,5.3,3,2,1,0.667,1,0.0,0.0,AFC Champions,2.0,20.0,7.0,2.0,2.0,91.0,30.0,4.0,5.0,9.0,0.0
ShulDo072,1972,42,MIA,NFL,14,14,0,0,1.0,11.0,4.5,6.5,3,3,0,1.0,1,0.0,0.0,Super Bowl Champions,3.0,34.0,7.0,5.0,2.0,105.0,30.0,7.0,5.0,10.0,0.0
ShulDo073,1973,43,MIA,NFL,14,12,2,0,0.857,13.3,5.0,8.3,3,3,0,1.0,1,0.0,0.0,Super Bowl Champions,4.0,46.0,9.0,8.0,2.0,117.0,32.0,10.0,5.0,11.0,0.0
ShulDo074,1974,44,MIA,NFL,14,11,3,0,0.786,6.1,3.9,2.3,1,0,1,0.0,1,0.0,0.0,N/A,5.0,57.0,12.0,8.0,3.0,128.0,35.0,10.0,6.0,12.0,0.0
ShulDo075,1975,45,MIA,NFL,14,10,4,0,0.714,9.3,3.3,6.0,0,0,0,0.0,2,0.0,0.0,N/A,6.0,67.0,16.0,8.0,3.0,138.0,39.0,10.0,6.0,13.0,0.0
ShulDo076,1976,46,MIA,NFL,14,6,8,0,0.429,-0.1,-1.8,1.7,0,0,0,0.0,3,0.0,0.0,N/A,7.0,73.0,24.0,8.0,3.0,144.0,47.0,10.0,6.0,14.0,0.0
ShulDo077,1977,47,MIA,NFL,14,10,4,0,0.714,7.8,4.4,3.5,0,0,0,0.0,2,0.0,0.0,N/A,8.0,83.0,28.0,8.0,3.0,154.0,51.0,10.0,6.0,15.0,0.0
ShulDo078,1978,48,MIA,NFL,16,11,5,0,0.688,7.6,4.2,3.3,1,0,1,0.0,2,0.0,0.0,N/A,9.0,94.0,33.0,8.0,4.0,165.0,56.0,10.0,7.0,16.0,0.0
ShulDo079,1979,49,MIA,NFL,16,10,6,0,0.625,4.3,0.3,4.0,1,0,1,0.0,1,0.0,0.0,N/A,10.0,104.0,39.0,8.0,5.0,175.0,62.0,10.0,8.0,17.0,0.0
ShulDo080,1980,50,MIA,NFL,16,8,8,0,0.5,-1.6,-4.6,3.1,0,0,0,0.0,3,0.0,0.0,N/A,11.0,112.0,47.0,8.0,5.0,183.0,70.0,10.0,8.0,18.0,0.0
ShulDo081,1981,51,MIA,NFL,16,11,4,1,0.719,2.9,0.1,2.8,1,0,1,0.0,1,0.0,0.0,N/A,12.0,123.0,51.0,8.0,6.0,194.0,74.0,10.0,9.0,19.0,0.0
ShulDo082,1982,52,MIA,NFL,9,7,2,0,0.778,8.2,2.6,5.6,4,3,1,0.75,1,0.0,0.0,AFC Champions,13.0,130.0,53.0,11.0,7.0,201.0,76.0,13.0,10.0,20.0,0.0
ShulDo083,1983,53,MIA,NFL,16,12,4,0,0.75,7.7,2.6,5.2,1,0,1,0.0,1,0.0,0.0,N/A,14.0,142.0,57.0,11.0,8.0,213.0,80.0,13.0,11.0,21.0,0.0
ShulDo084,1984,54,MIA,NFL,16,14,2,0,0.875,10.6,9.1,1.5,3,2,1,0.667,1,0.0,0.0,AFC Champions,15.0,156.0,59.0,13.0,9.0,227.0,82.0,15.0,12.0,22.0,0.0
ShulDo085,1985,55,MIA,NFL,16,12,4,0,0.75,7.0,6.1,0.9,2,1,1,0.5,1,0.0,0.0,N/A,16.0,168.0,63.0,14.0,10.0,239.0,86.0,16.0,13.0,23.0,0.0
ShulDo086,1986,56,MIA,NFL,16,8,8,0,0.5,0.5,6.2,-5.7,0,0,0,0.0,3,0.0,0.0,N/A,17.0,176.0,71.0,14.0,10.0,247.0,94.0,16.0,13.0,24.0,0.0
ShulDo087,1987,57,MIA,NFL,15,8,7,0,0.533,2.1,3.2,-1.1,0,0,0,0.0,3,0.0,0.0,N/A,18.0,184.0,78.0,14.0,10.0,255.0,101.0,16.0,13.0,25.0,0.0
ShulDo088,1988,58,MIA,NFL,16,6,10,0,0.375,-2.8,1.0,-3.9,0,0,0,0.0,5,0.0,0.0,N/A,19.0,190.0,88.0,14.0,10.0,261.0,111.0,16.0,13.0,26.0,0.0
ShulDo089,1989,59,MIA,NFL,16,8,8,0,0.5,-4.8,-0.6,-4.2,0,0,0,0.0,3,0.0,0.0,N/A,20.0,198.0,96.0,14.0,10.0,269.0,119.0,16.0,13.0,27.0,0.0
ShulDo090,1990,60,MIA,NFL,16,12,4,0,0.75,4.7,0.5,4.2,2,1,1,0.5,2,0.0,0.0,N/A,21.0,210.0,100.0,15.0,11.0,281.0,123.0,17.0,14.0,28.0,0.0
ShulDo091,1991,61,MIA,NFL,16,8,8,0,0.5,-4.1,0.7,-4.8,0,0,0,0.0,3,0.0,0.0,N/A,22.0,218.0,108.0,15.0,11.0,289.0,131.0,17.0,14.0,29.0,0.0
ShulDo092,1992,62,MIA,NFL,16,11,5,0,0.688,1.5,2.1,-0.6,2,1,1,0.5,1,0.0,0.0,N/A,23.0,229.0,113.0,16.0,12.0,300.0,136.0,18.0,15.0,30.0,0.0
ShulDo093,1993,63,MIA,NFL,16,9,7,0,0.563,-0.5,3.9,-4.3,0,0,0,0.0,2,0.0,0.0,N/A,24.0,238.0,120.0,16.0,12.0,309.0,143.0,18.0,15.0,31.0,0.0
ShulDo094,1994,64,MIA,NFL,16,10,6,0,0.625,4.2,4.5,-0.3,2,1,1,0.5,1,0.0,0.0,N/A,25.0,248.0,126.0,17.0,13.0,319.0,149.0,19.0,16.0,32.0,0.0
ShulDo095,1995,65,MIA,NFL,16,9,7,0,0.563,2.7,3.1,-0.4,1,0,1,0.0,3,0.0,0.0,N/A,26.0,257.0,133.0,17.0,14.0,328.0,156.0,19.0,17.0,33.0,1.0
HalaGe020,1920,25,CHI,APFA,13,10,1,2,0.909,10.7,0.7,10.0,0,0,0,0.0,2,0.0,0.0,N/A,1.0,10.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0
HalaGe021,1921,26,CHI,APFA,11,9,1,1,0.9,2.9,0.4,2.6,0,0,0,0.0,1,0.0,0.0,NFL Champions,2.0,19.0,2.0,0.0,0.0,19.0,2.0,0.0,0.0,2.0,0.0
HalaGe022,1922,27,CHI,NFL,12,9,3,0,0.75,6.1,0.0,6.2,0,0,0,0.0,2,0.0,0.0,N/A,3.0,28.0,5.0,0.0,0.0,28.0,5.0,0.0,0.0,3.0,0.0
HalaGe023,1923,28,CHI,NFL,12,9,2,1,0.818,5.1,0.5,4.6,0,0,0,0.0,2,0.0,0.0,N/A,4.0,37.0,7.0,0.0,0.0,37.0,7.0,0.0,0.0,4.0,0.0
HalaGe024,1924,29,CHI,NFL,11,6,1,4,0.857,7.5,2.7,4.8,0,0,0,0.0,2,0.0,0.0,N/A,5.0,43.0,8.0,0.0,0.0,43.0,8.0,0.0,0.0,5.0,0.0
HalaGe025,1925,30,CHI,NFL,17,9,5,3,0.643,3.2,0.8,2.4,0,0,0,0.0,7,0.0,0.0,N/A,6.0,52.0,13.0,0.0,0.0,52.0,13.0,0.0,0.0,6.0,0.0
HalaGe026,1926,31,CHI,NFL,16,12,1,3,0.923,8.1,5.4,2.8,0,0,0,0.0,2,0.0,0.0,N/A,7.0,64.0,14.0,0.0,0.0,64.0,14.0,0.0,0.0,7.0,0.0
HalaGe027,1927,32,CHI,NFL,14,9,3,2,0.75,2.7,1.3,1.4,0,0,0,0.0,3,0.0,0.0,N/A,8.0,73.0,17.0,0.0,0.0,73.0,17.0,0.0,0.0,8.0,0.0
HalaGe028,1928,33,CHI,NFL,13,7,5,1,0.583,3.1,2.1,1.1,0,0,0,0.0,5,0.0,0.0,N/A,9.0,80.0,22.0,0.0,0.0,80.0,22.0,0.0,0.0,9.0,0.0
HalaGe029,1929,34,CHI,NFL,15,4,9,2,0.308,-5.4,-1.5,-3.9,0,0,0,0.0,9,0.0,0.0,N/A,10.0,84.0,31.0,0.0,0.0,84.0,31.0,0.0,0.0,10.0,0.0
HalaGe033,1933,38,CHI,NFL,13,10,2,1,0.833,6.9,1.9,5.0,1,1,0,1.0,1,0.0,0.0,NFL Champions,11.0,94.0,33.0,1.0,0.0,94.0,33.0,1.0,0.0,11.0,0.0
HalaGe034,1934,39,CHI,NFL,13,13,0,0,1.0,14.3,10.9,3.4,1,0,1,0.0,1,0.0,0.0,N/A,12.0,107.0,33.0,1.0,1.0,107.0,33.0,1.0,1.0,12.0,0.0
HalaGe035,1935,40,CHI,NFL,12,6,4,2,0.6,8.3,5.8,2.5,0,0,0,0.0,3,0.0,0.0,N/A,13.0,113.0,37.0,1.0,1.0,113.0,37.0,1.0,1.0,13.0,0.0
HalaGe036,1936,41,CHI,NFL,12,9,3,0,0.75,11.0,6.6,4.4,0,0,0,0.0,2,0.0,0.0,N/A,14.0,122.0,40.0,1.0,1.0,122.0,40.0,1.0,1.0,14.0,0.0
HalaGe037,1937,42,CHI,NFL,11,9,1,1,0.9,9.7,5.6,4.1,1,0,1,0.0,1,0.0,0.0,N/A,15.0,131.0,41.0,1.0,2.0,131.0,41.0,1.0,2.0,15.0,0.0
HalaGe038,1938,43,CHI,NFL,11,6,5,0,0.545,4.1,3.9,0.1,0,0,0,0.0,3,0.0,0.0,N/A,16.0,137.0,46.0,1.0,2.0,137.0,46.0,1.0,2.0,16.0,0.0
HalaGe039,1939,44,CHI,NFL,11,8,3,0,0.727,12.2,12.3,0.0,0,0,0,0.0,2,0.0,0.0,N/A,17.0,145.0,49.0,1.0,2.0,145.0,49.0,1.0,2.0,17.0,0.0
HalaGe040,1940,45,CHI,NFL,11,8,3,0,0.727,9.0,6.8,2.2,1,1,0,1.0,1,0.0,0.0,NFL Champions,18.0,153.0,52.0,2.0,2.0,153.0,52.0,2.0,2.0,18.0,0.0
HalaGe041,1941,46,CHI,NFL,11,10,1,0,0.909,20.3,19.6,0.7,2,2,0,1.0,1,0.0,0.0,NFL Champions,19.0,163.0,53.0,4.0,2.0,163.0,53.0,4.0,2.0,19.0,0.0
HalaGe042,1942,47,CHI,NFL,5,5,0,0,1.0,21.4,16.0,5.3,0,0,0,0.0,1,0.0,0.0,N/A,20.0,168.0,53.0,4.0,2.0,168.0,53.0,4.0,2.0,20.0,0.0
HalaGe046,1946,51,CHI,NFL,11,8,2,1,0.8,7.8,6.5,1.3,1,1,0,1.0,1,0.0,0.0,NFL Champions,21.0,176.0,55.0,5.0,2.0,176.0,55.0,5.0,2.0,21.0,0.0
HalaGe047,1947,52,CHI,NFL,12,8,4,0,0.667,11.6,9.6,2.1,0,0,0,0.0,2,0.0,0.0,N/A,22.0,184.0,59.0,5.0,2.0,184.0,59.0,5.0,2.0,22.0,0.0
HalaGe048,1948,53,CHI,NFL,12,10,2,0,0.833,17.3,6.5,10.9,0,0,0,0.0,2,0.0,0.0,N/A,23.0,194.0,61.0,5.0,2.0,194.0,61.0,5.0,2.0,23.0,0.0
HalaGe049,1949,54,CHI,NFL,12,9,3,0,0.75,9.8,5.2,4.6,0,0,0,0.0,2,0.0,0.0,N/A,24.0,203.0,64.0,5.0,2.0,203.0,64.0,5.0,2.0,24.0,0.0
HalaGe050,1950,55,CHI,NFL,12,9,3,0,0.75,2.3,-4.5,6.8,1,0,1,0.0,1,0.0,0.0,N/A,25.0,212.0,67.0,5.0,3.0,212.0,67.0,5.0,3.0,25.0,0.0
HalaGe051,1951,56,CHI,NFL,12,7,5,0,0.583,-1.2,-0.2,-0.9,0,0,0,0.0,4,0.0,0.0,N/A,26.0,219.0,72.0,5.0,3.0,219.0,72.0,5.0,3.0,26.0,0.0
HalaGe052,1952,57,CHI,NFL,12,5,7,0,0.417,-6.8,-1.3,-5.5,0,0,0,0.0,5,0.0,0.0,N/A,27.0,224.0,79.0,5.0,3.0,224.0,79.0,5.0,3.0,27.0,0.0
HalaGe053,1953,58,CHI,NFL,12,3,8,1,0.273,-4.6,-4.5,0.0,0,0,0,0.0,4,0.0,0.0,N/A,28.0,227.0,87.0,5.0,3.0,227.0,87.0,5.0,3.0,28.0,0.0
HalaGe054,1954,59,CHI,NFL,12,8,4,0,0.667,4.7,5.2,-0.5,0,0,0,0.0,2,0.0,0.0,N/A,29.0,235.0,91.0,5.0,3.0,235.0,91.0,5.0,3.0,29.0,0.0
HalaGe055,1955,60,CHI,NFL,12,8,4,0,0.667,0.0,2.3,-2.3,0,0,0,0.0,2,0.0,0.0,N/A,30.0,243.0,95.0,5.0,3.0,243.0,95.0,5.0,3.0,30.0,0.0
HalaGe058,1958,63,CHI,NFL,12,8,4,0,0.667,5.9,1.1,4.8,0,0,0,0.0,2,0.0,0.0,N/A,31.0,251.0,99.0,5.0,3.0,251.0,99.0,5.0,3.0,31.0,0.0
HalaGe059,1959,64,CHI,NFL,12,8,4,0,0.667,5.4,-0.8,6.2,0,0,0,0.0,2,0.0,0.0,N/A,32.0,259.0,103.0,5.0,3.0,259.0,103.0,5.0,3.0,32.0,0.0
HalaGe060,1960,65,CHI,NFL,12,5,6,1,0.455,-8.0,-4.9,-3.0,0,0,0,0.0,5,0.0,0.0,N/A,33.0,264.0,109.0,5.0,3.0,264.0,109.0,5.0,3.0,33.0,0.0
HalaGe061,1961,66,CHI,NFL,14,8,6,0,0.571,4.3,2.8,1.5,0,0,0,0.0,3,0.0,0.0,N/A,34.0,272.0,115.0,5.0,3.0,272.0,115.0,5.0,3.0,34.0,0.0
HalaGe062,1962,67,CHI,NFL,14,9,5,0,0.643,6.1,2.7,3.4,0,0,0,0.0,3,0.0,0.0,N/A,35.0,281.0,120.0,5.0,3.0,281.0,120.0,5.0,3.0,35.0,0.0
HalaGe063,1963,68,CHI,NFL,14,11,1,2,0.917,9.4,-1.5,10.9,1,1,0,1.0,1,0.0,0.0,NFL Champions,36.0,292.0,121.0,6.0,3.0,292.0,121.0,6.0,3.0,36.0,0.0
HalaGe064,1964,69,CHI,NFL,14,5,9,0,0.357,-4.6,-0.8,-3.8,0,0,0,0.0,6,0.0,0.0,N/A,37.0,297.0,130.0,6.0,3.0,297.0,130.0,6.0,3.0,37.0,0.0
HalaGe065,1965,70,CHI,NFL,14,9,5,0,0.643,14.6,8.6,5.9,0,0,0,0.0,3,0.0,0.0,N/A,38.0,306.0,135.0,6.0,3.0,306.0,135.0,6.0,3.0,38.0,0.0
HalaGe066,1966,71,CHI,NFL,14,5,7,2,0.417,-0.3,-2.6,2.3,0,0,0,0.0,5,0.0,0.0,N/A,39.0,311.0,142.0,6.0,3.0,311.0,142.0,6.0,3.0,39.0,0.0
HalaGe067,1967,72,CHI,NFL,14,7,6,1,0.538,3.0,-3.6,6.6,0,0,0,0.0,2,0.0,0.0,N/A,40.0,318.0,148.0,6.0,3.0,318.0,148.0,6.0,3.0,40.0,1.0
BeliBi091,1991,39,CLE,NFL,16,6,10,0,0.375,-0.4,-0.7,0.4,0,0,0,0.0,3,0.0,0.0,N/A,1.0,6.0,10.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,0.0
BeliBi092,1992,40,CLE,NFL,16,7,9,0,0.438,-1.0,-2.0,1.0,0,0,0,0.0,3,0.0,0.0,N/A,2.0,13.0,19.0,0.0,0.0,13.0,19.0,0.0,0.0,2.0,0.0
BeliBi093,1993,41,CLE,NFL,16,7,9,0,0.438,-1.2,-0.6,-0.6,0,0,0,0.0,3,0.0,0.0,N/A,3.0,20.0,28.0,0.0,0.0,20.0,28.0,0.0,0.0,3.0,0.0
BeliBi094,1994,42,CLE,NFL,16,11,5,0,0.688,7.3,1.2,6.1,2,1,1,0.5,2,0.0,0.0,N/A,4.0,31.0,33.0,1.0,1.0,31.0,33.0,1.0,1.0,4.0,0.0
BeliBi095,1995,43,CLE,NFL,16,5,11,0,0.313,-3.8,-3.2,-0.6,0,0,0,0.0,4,0.0,0.0,N/A,5.0,36.0,44.0,1.0,1.0,36.0,44.0,1.0,1.0,5.0,1.0
BeliBi00,2000,48,NWE,NFL,16,5,11,0,0.313,-2.5,-2.7,0.2,0,0,0,0.0,5,4.0,0.0,N/A,1.0,5.0,11.0,0.0,0.0,41.0,55.0,1.0,1.0,6.0,0.0
BeliBi01,2001,49,NWE,NFL,16,11,5,0,0.688,4.3,1.2,3.1,3,3,0,1.0,1,6.0,3.0,Super Bowl Champions,2.0,16.0,16.0,3.0,0.0,52.0,60.0,4.0,1.0,7.0,0.0
BeliBi02,2002,50,NWE,NFL,16,9,7,0,0.563,4.0,2.1,1.9,0,0,0,0.0,2,9.0,5.0,N/A,3.0,25.0,23.0,3.0,0.0,61.0,67.0,4.0,1.0,8.0,0.0
BeliBi03,2003,51,NWE,NFL,16,14,2,0,0.875,6.9,2.1,4.9,3,3,0,1.0,1,8.0,1.0,Super Bowl Champions,4.0,39.0,25.0,6.0,0.0,75.0,69.0,7.0,1.0,9.0,0.0
BeliBi04,2004,52,NWE,NFL,16,14,2,0,0.875,12.8,6.4,6.5,3,3,0,1.0,1,8.0,5.0,Super Bowl Champions,5.0,53.0,27.0,9.0,0.0,89.0,71.0,10.0,1.0,10.0,0.0
BeliBi05,2005,53,NWE,NFL,16,10,6,0,0.625,3.1,3.7,-0.5,2,1,1,0.5,1,8.0,3.0,N/A,6.0,63.0,33.0,10.0,1.0,99.0,77.0,11.0,2.0,11.0,0.0
BeliBi06,2006,54,NWE,NFL,16,12,4,0,0.75,10.2,4.3,5.9,3,2,1,0.667,1,5.0,1.0,N/A,7.0,75.0,37.0,12.0,2.0,111.0,81.0,13.0,3.0,12.0,0.0
BeliBi07,2007,55,NWE,NFL,16,16,0,0,1.0,20.1,15.9,4.2,3,2,1,0.667,1,8.0,4.0,AFC Champions,8.0,91.0,37.0,14.0,3.0,127.0,81.0,15.0,4.0,13.0,0.0
BeliBi08,2008,56,NWE,NFL,16,11,5,0,0.688,3.9,2.3,1.6,0,0,0,0.0,2,6.0,2.0,N/A,9.0,102.0,42.0,14.0,3.0,138.0,86.0,15.0,4.0,14.0,0.0
BeliBi09,2009,57,NWE,NFL,16,10,6,0,0.625,11.2,6.7,4.5,1,0,1,0.0,1,7.0,1.0,N/A,10.0,112.0,48.0,14.0,4.0,148.0,92.0,15.0,5.0,15.0,0.0
BeliBi010,2010,58,NWE,NFL,16,14,2,0,0.875,15.4,12.6,2.8,1,0,1,0.0,1,9.0,4.0,N/A,11.0,126.0,50.0,14.0,5.0,162.0,94.0,15.0,6.0,16.0,0.0
BeliBi011,2011,59,NWE,NFL,16,13,3,0,0.813,9.3,9.4,-0.1,3,2,1,0.667,1,9.0,7.0,AFC Champions,12.0,139.0,53.0,16.0,6.0,175.0,97.0,17.0,7.0,17.0,0.0
BeliBi012,2012,60,NWE,NFL,16,12,4,0,0.75,12.8,12.2,0.5,2,1,1,0.5,1,7.0,3.0,N/A,13.0,151.0,57.0,17.0,7.0,187.0,101.0,18.0,8.0,18.0,0.0
BeliBi013,2013,61,NWE,NFL,16,12,4,0,0.75,5.9,4.5,1.4,2,1,1,0.5,1,1.0,0.0,N/A,14.0,163.0,61.0,18.0,8.0,199.0,105.0,19.0,9.0,19.0,0.0
BeliBi014,2014,62,NWE,NFL,16,12,4,0,0.75,10.9,7.5,3.5,3,3,0,1.0,1,3.0,0.0,Super Bowl Champions,15.0,175.0,65.0,21.0,8.0,211.0,109.0,22.0,9.0,20.0,0.0
BeliBi015,2015,63,NWE,NFL,16,12,4,0,0.75,7.0,5.3,1.7,2,1,1,0.5,1,5.0,2.0,N/A,16.0,187.0,69.0,22.0,9.0,223.0,113.0,23.0,10.0,21.0,0.0
BeliBi016,2016,64,NWE,NFL,16,14,2,0,0.875,9.3,4.3,5.0,3,3,0,1.0,1,1.0,1.0,Super Bowl Champions,17.0,201.0,71.0,25.0,9.0,237.0,115.0,26.0,10.0,22.0,0.0
BeliBi017,2017,65,NWE,NFL,16,13,3,0,0.813,8.9,6.3,2.6,3,2,1,0.667,1,5.0,2.0,AFC Champions,18.0,214.0,74.0,27.0,10.0,250.0,118.0,28.0,11.0,23.0,0.0
BeliBi018,2018,66,NWE,NFL,16,11,5,0,0.688,5.2,3.1,2.1,3,3,0,1.0,1,8.0,4.0,Super Bowl Champions,19.0,225.0,79.0,30.0,10.0,261.0,123.0,31.0,11.0,24.0,0.0
BeliBi019,2019,67,NWE,NFL,16,12,4,0,0.75,10.4,2.8,7.6,1,0,1,0.0,1,5.0,1.0,N/A,20.0,237.0,83.0,30.0,11.0,273.0,127.0,31.0,12.0,25.0,0.0
BeliBi020,2020,68,NWE,NFL,16,7,9,0,0.438,-1.0,-4.2,3.2,0,0,0,0.0,3,4.0,2.0,N/A,21.0,244.0,92.0,30.0,11.0,280.0,136.0,31.0,12.0,26.0,0.0
BeliBi021,2021,69,NWE,NFL,17,10,7,0,0.588,8.5,3.6,4.8,1,0,1,0.0,2,1.0,0.0,N/A,22.0,254.0,99.0,30.0,12.0,290.0,143.0,31.0,13.0,27.0,0.0
BeliBi022,2022,70,NWE,NFL,17,8,9,0,0.471,2.0,-0.3,2.3,0,0,0,0.0,3,1.0,1.0,N/A,23.0,262.0,108.0,30.0,12.0,298.0,152.0,31.0,13.0,28.0,0.0
BeliBi023,2023,71,NWE,NFL,17,4,13,0,0.235,-7.9,-8.5,0.6,0,0,0,0.0,4,3.0,1.0,N/A,24.0,266.0,121.0,30.0,12.0,302.0,165.0,31.0,13.0,29.0,1.0
ReidAn099,1999,41,PHI,NFL,16,5,11,0,0.313,-4.2,-3.3,-0.9,0,0,0,0.0,5,1.0,0.0,N/A,1.0,5.0,11.0,0.0,0.0,5.0,11.0,0.0,0.0,1.0,0.0
ReidAn00,2000,42,PHI,NFL,16,11,5,0,0.688,3.1,1.0,2.1,2,1,1,0.5,2,2.0,0.0,N/A,2.0,16.0,16.0,1.0,1.0,16.0,16.0,1.0,1.0,2.0,0.0
ReidAn01,2001,43,PHI,NFL,16,11,5,0,0.688,7.7,0.9,6.8,3,2,1,0.667,1,3.0,2.0,N/A,3.0,27.0,21.0,3.0,2.0,27.0,21.0,3.0,2.0,3.0,0.0
ReidAn02,2002,44,PHI,NFL,16,12,4,0,0.75,8.3,4.5,3.8,2,1,1,0.5,1,3.0,2.0,N/A,4.0,39.0,25.0,4.0,3.0,39.0,25.0,4.0,3.0,4.0,0.0
ReidAn03,2003,45,PHI,NFL,16,12,4,0,0.75,4.4,2.9,1.5,2,1,1,0.5,1,8.0,3.0,N/A,5.0,51.0,29.0,5.0,4.0,51.0,29.0,5.0,4.0,5.0,0.0
ReidAn04,2004,46,PHI,NFL,16,13,3,0,0.813,5.6,2.0,3.5,3,2,1,0.667,1,10.0,7.0,NFC Champions,6.0,64.0,32.0,7.0,5.0,64.0,32.0,7.0,5.0,6.0,0.0
ReidAn05,2005,47,PHI,NFL,16,6,10,0,0.375,-2.3,-0.7,-1.7,0,0,0,0.0,4,8.0,1.0,N/A,7.0,70.0,42.0,7.0,5.0,70.0,42.0,7.0,5.0,7.0,0.0
ReidAn06,2006,48,PHI,NFL,16,10,6,0,0.625,3.4,3.2,0.2,2,1,1,0.5,1,4.0,1.0,N/A,8.0,80.0,48.0,8.0,6.0,80.0,48.0,8.0,6.0,8.0,0.0
ReidAn07,2007,49,PHI,NFL,16,8,8,0,0.5,5.3,0.1,5.1,0,0,0,0.0,4,4.0,1.0,N/A,9.0,88.0,56.0,8.0,6.0,88.0,56.0,8.0,6.0,9.0,0.0
ReidAn08,2008,50,PHI,NFL,16,9,6,1,0.594,7.8,4.7,3.2,3,2,1,0.667,2,5.0,0.0,N/A,10.0,97.0,62.0,10.0,7.0,97.0,62.0,10.0,7.0,10.0,0.0
ReidAn09,2009,51,PHI,NFL,16,11,5,0,0.688,6.0,5.8,0.2,1,0,1,0.0,2,8.0,4.0,N/A,11.0,108.0,67.0,10.0,8.0,108.0,67.0,10.0,8.0,11.0,0.0
ReidAn010,2010,52,PHI,NFL,16,10,6,0,0.625,4.2,5.4,-1.2,1,0,1,0.0,1,6.0,3.0,N/A,12.0,118.0,73.0,10.0,9.0,118.0,73.0,10.0,9.0,12.0,0.0
ReidAn011,2011,53,PHI,NFL,16,8,8,0,0.5,4.7,3.1,1.7,0,0,0,0.0,2,14.0,10.0,N/A,13.0,126.0,81.0,10.0,9.0,126.0,81.0,10.0,9.0,13.0,0.0
ReidAn012,2012,54,PHI,NFL,16,4,12,0,0.25,-8.9,-5.3,-3.6,0,0,0,0.0,4,6.0,3.0,N/A,14.0,130.0,93.0,10.0,9.0,130.0,93.0,10.0,9.0,14.0,1.0
ReidAn013,2013,55,KAN,NFL,16,11,5,0,0.688,6.1,1.7,4.3,1,0,1,0.0,2,8.0,7.0,N/A,1.0,11.0,5.0,0.0,1.0,141.0,98.0,10.0,10.0,15.0,0.0
ReidAn014,2014,56,KAN,NFL,16,9,7,0,0.563,5.7,0.0,5.7,0,0,0,0.0,2,6.0,2.0,N/A,2.0,20.0,12.0,0.0,1.0,150.0,105.0,10.0,10.0,16.0,0.0
ReidAn015,2015,57,KAN,NFL,16,11,5,0,0.688,9.0,3.7,5.3,2,1,1,0.5,2,6.0,3.0,N/A,3.0,31.0,17.0,1.0,2.0,161.0,110.0,11.0,11.0,17.0,0.0
ReidAn016,2016,58,KAN,NFL,16,12,4,0,0.75,5.6,1.2,4.4,1,0,1,0.0,1,3.0,1.0,N/A,4.0,43.0,21.0,1.0,3.0,173.0,114.0,11.0,12.0,18.0,0.0
ReidAn017,2017,59,KAN,NFL,16,10,6,0,0.625,3.4,3.8,-0.3,1,0,1,0.0,1,6.0,2.0,N/A,5.0,53.0,27.0,1.0,4.0,183.0,120.0,11.0,13.0,19.0,0.0
ReidAn018,2018,60,KAN,NFL,16,12,4,0,0.75,8.9,12.6,-3.8,2,1,1,0.5,1,6.0,3.0,N/A,6.0,65.0,31.0,2.0,5.0,195.0,124.0,12.0,14.0,20.0,0.0
