label,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes,Tenure,Tenure_W,Tenure_L,Tenure_PW,Tenure_PL,Total_W,Total_L,Total_PW,Total_PL,Exp,Fired
HarbJo09,2009,47,BAL,NFL,16,9,7,0,0.563,7.5,2.6,4.9,2,1,1,0.5,2,13.0,7.0,N/A,2.0,20.0,12.0,3.0,2.0,20.0,12.0,3.0,2.0,2.0,0.0
HarbJo010,2010,48,BAL,NFL,16,12,4,0,0.75,6.4,0.9,5.5,2,1,1,0.5,2,9.0,1.0,N/A,3.0,32.0,16.0,4.0,3.0,32.0,16.0,4.0,3.0,3.0,0.0
HarbJo011,2011,49,BAL,NFL,16,12,4,0,0.75,6.1,2.6,3.5,2,1,1,0.5,1,12.0,7.0,N/A,4.0,44.0,20.0,5.0,4.0,44.0,20.0,5.0,4.0,4.0,0.0
HarbJo012,2012,50,BAL,NFL,16,10,6,0,0.625,2.9,1.9,1.0,4,4,0,1.0,1,7.0,3.0,Super Bowl Champions,5.0,54.0,26.0,9.0,4.0,54.0,26.0,9.0,4.0,5.0,0.0
HarbJo013,2013,51,BAL,NFL,16,8,8,0,0.5,-3.5,-5.0,1.4,0,0,0,0.0,3,12.0,7.0,N/A,6.0,62.0,34.0,9.0,4.0,62.0,34.0,9.0,4.0,6.0,0.0
HarbJo014,2014,52,BAL,NFL,16,10,6,0,0.625,4.6,1.8,2.8,2,1,1,0.5,3,9.0,2.0,N/A,7.0,72.0,40.0,10.0,5.0,72.0,40.0,10.0,5.0,7.0,0.0
HarbJo015,2015,53,BAL,NFL,16,5,11,0,0.313,-1.9,-0.7,-1.2,0,0,0,0.0,3,8.0,3.0,N/A,8.0,77.0,51.0,10.0,5.0,77.0,51.0,10.0,5.0,8.0,0.0
HarbJo016,2016,54,BAL,NFL,16,8,8,0,0.5,1.5,-1.1,2.6,0,0,0,0.0,2,5.0,2.0,N/A,9.0,85.0,59.0,10.0,5.0,85.0,59.0,10.0,5.0,9.0,0.0
HarbJo017,2017,55,BAL,NFL,16,9,7,0,0.563,3.4,2.2,1.2,0,0,0,0.0,2,7.0,5.0,N/A,10.0,94.0,66.0,10.0,5.0,94.0,66.0,10.0,5.0,10.0,0.0
HarbJo018,2018,56,BAL,NFL,16,10,6,0,0.625,7.0,0.6,6.4,1,0,1,0.0,1,7.0,4.0,N/A,11.0,104.0,72.0,10.0,6.0,104.0,72.0,10.0,6.0,11.0,0.0
HarbJo019,2019,57,BAL,NFL,16,14,2,0,0.875,15.6,11.0,4.7,1,0,1,0.0,1,6.0,0.0,N/A,12.0,118.0,74.0,10.0,7.0,118.0,74.0,10.0,7.0,12.0,0.0
HarbJo020,2020,58,BAL,NFL,16,11,5,0,0.688,8.3,3.9,4.3,2,1,1,0.5,2,6.0,3.0,N/A,13.0,129.0,79.0,11.0,8.0,129.0,79.0,11.0,8.0,13.0,0.0
HarbJo021,2021,59,BAL,NFL,17,8,9,0,0.471,-0.3,-0.3,0.0,0,0,0,0.0,4,6.0,3.0,N/A,14.0,137.0,88.0,11.0,8.0,137.0,88.0,11.0,8.0,14.0,0.0
HarbJo022,2022,60,BAL,NFL,17,10,7,0,0.588,3.1,-0.2,3.4,1,0,1,0.0,2,7.0,2.0,N/A,15.0,147.0,95.0,11.0,9.0,147.0,95.0,11.0,9.0,15.0,0.0
HarbJo023,2023,61,BAL,NFL,17,13,4,0,0.765,13.2,6.7,6.5,2,1,1,0.5,1,3.0,0.0,N/A,16.0,160.0,99.0,12.0,10.0,160.0,99.0,12.0,10.0,16.0,1.0
PaytSe06,2006,43,NOR,NFL,16,10,6,0,0.625,4.0,4.9,-0.9,2,1,1,0.5,1,12.0,5.0,N/A,1.0,10.0,6.0,1.0,1.0,10.0,6.0,1.0,1.0,1.0,0.0
PaytSe07,2007,44,NOR,NFL,16,7,9,0,0.438,-2.5,1.9,-4.5,0,0,0,0.0,3,11.0,2.0,N/A,2.0,17.0,15.0,1.0,1.0,17.0,15.0,1.0,1.0,2.0,0.0
PaytSe08,2008,45,NOR,NFL,16,8,8,0,0.5,4.0,6.8,-2.8,0,0,0,0.0,4,15.0,5.0,N/A,3.0,25.0,23.0,1.0,1.0,25.0,23.0,1.0,1.0,3.0,0.0
PaytSe09,2009,46,NOR,NFL,16,13,3,0,0.813,10.8,11.2,-0.5,3,3,0,1.0,1,11.0,5.0,Super Bowl Champions,4.0,38.0,26.0,4.0,1.0,38.0,26.0,4.0,1.0,4.0,0.0
PaytSe010,2010,47,NOR,NFL,16,11,5,0,0.688,2.3,1.5,0.8,1,0,1,0.0,2,8.0,6.0,N/A,5.0,49.0,31.0,4.0,2.0,49.0,31.0,4.0,2.0,5.0,0.0
PaytSe011,2011,48,NOR,NFL,16,13,3,0,0.813,11.4,10.6,0.8,2,1,1,0.5,1,7.0,4.0,N/A,6.0,62.0,34.0,5.0,3.0,62.0,34.0,5.0,3.0,6.0,0.0
PaytSe013,2013,50,NOR,NFL,16,11,5,0,0.688,8.8,3.8,5.0,2,1,1,0.5,2,5.0,2.0,N/A,7.0,73.0,39.0,6.0,4.0,73.0,39.0,6.0,4.0,7.0,0.0
PaytSe014,2014,51,NOR,NFL,16,7,9,0,0.438,-2.9,1.9,-4.8,0,0,0,0.0,2,6.0,4.0,N/A,8.0,80.0,48.0,6.0,4.0,80.0,48.0,6.0,4.0,8.0,0.0
PaytSe015,2015,52,NOR,NFL,16,7,9,0,0.438,-6.6,1.1,-7.6,0,0,0,0.0,3,6.0,3.0,N/A,9.0,87.0,57.0,6.0,4.0,87.0,57.0,6.0,4.0,9.0,0.0
PaytSe016,2016,53,NOR,NFL,16,7,9,0,0.438,1.5,6.8,-5.3,0,0,0,0.0,3,9.0,4.0,N/A,10.0,94.0,66.0,6.0,4.0,94.0,66.0,6.0,4.0,10.0,0.0
PaytSe017,2017,54,NOR,NFL,16,11,5,0,0.688,9.2,7.0,2.2,2,1,1,0.5,1,5.0,1.0,N/A,11.0,105.0,71.0,7.0,5.0,105.0,71.0,7.0,5.0,11.0,0.0
PaytSe018,2018,55,NOR,NFL,16,13,3,0,0.813,10.1,7.9,2.2,2,1,1,0.5,1,7.0,3.0,N/A,12.0,118.0,74.0,8.0,6.0,118.0,74.0,8.0,6.0,12.0,0.0
PaytSe019,2019,56,NOR,NFL,16,13,3,0,0.813,7.4,5.0,2.3,1,0,1,0.0,1,9.0,7.0,N/A,13.0,131.0,77.0,8.0,7.0,131.0,77.0,8.0,7.0,13.0,0.0
PaytSe020,2020,57,NOR,NFL,16,12,4,0,0.75,9.6,5.1,4.5,2,1,1,0.5,1,7.0,3.0,N/A,14.0,143.0,81.0,9.0,8.0,143.0,81.0,9.0,8.0,14.0,0.0
PaytSe021,2021,58,NOR,NFL,17,9,8,0,0.529,2.0,-1.5,3.6,0,0,0,0.0,2,3.0,0.0,N/A,15.0,152.0,89.0,9.0,8.0,152.0,89.0,9.0,8.0,15.0,1.0
PaytSe023,2023,60,DEN,NFL,17,8,9,0,0.471,-3.8,-0.8,-3.0,0,0,0,0.0,2,3.0,2.0,N/A,1.0,8.0,9.0,0.0,0.0,160.0,98.0,9.0,8.0,16.0,1.0
GranBu067,1967,40,MIN,NFL,14,3,8,3,0.273,-2.1,-3.2,1.2,0,0,0,0.0,4,0.0,0.0,N/A,1.0,3.0,8.0,0.0,0.0,3.0,8.0,0.0,0.0,1.0,0.0
GranBu068,1968,41,MIN,NFL,14,8,6,0,0.571,2.7,0.3,2.4,1,0,1,0.0,1,0.0,0.0,N/A,2.0,11.0,14.0,0.0,1.0,11.0,14.0,0.0,1.0,2.0,0.0
GranBu069,1969,42,MIN,NFL,14,12,2,0,0.857,17.6,6.9,10.6,3,2,1,0.667,1,0.0,0.0,NFL Champions,3.0,23.0,16.0,2.0,2.0,23.0,16.0,2.0,2.0,3.0,0.0
GranBu070,1970,43,MIN,NFL,14,12,2,0,0.857,15.1,5.9,9.2,1,0,1,0.0,1,0.0,0.0,N/A,4.0,35.0,18.0,2.0,3.0,35.0,18.0,2.0,3.0,4.0,0.0
GranBu071,1971,44,MIN,NFL,14,11,3,0,0.786,6.5,-3.4,9.9,1,0,1,0.0,1,0.0,0.0,N/A,5.0,46.0,21.0,2.0,4.0,46.0,21.0,2.0,4.0,5.0,0.0
GranBu072,1972,45,MIN,NFL,14,7,7,0,0.5,6.1,2.6,3.4,0,0,0,0.0,3,0.0,0.0,N/A,6.0,53.0,28.0,2.0,4.0,53.0,28.0,2.0,4.0,6.0,0.0
GranBu073,1973,46,MIN,NFL,14,12,2,0,0.857,8.6,1.7,6.9,3,2,1,0.667,1,0.0,0.0,NFC Champions,7.0,65.0,30.0,4.0,5.0,65.0,30.0,4.0,5.0,7.0,0.0
GranBu074,1974,47,MIN,NFL,14,10,4,0,0.714,6.1,3.6,2.5,3,2,1,0.667,1,0.0,0.0,NFC Champions,8.0,75.0,34.0,6.0,6.0,75.0,34.0,6.0,6.0,8.0,0.0
GranBu075,1975,48,MIN,NFL,14,12,2,0,0.857,8.9,3.5,5.4,1,0,1,0.0,1,0.0,0.0,N/A,9.0,87.0,36.0,6.0,7.0,87.0,36.0,6.0,7.0,9.0,0.0
GranBu076,1976,49,MIN,NFL,14,11,2,1,0.821,9.3,3.7,5.7,3,2,1,0.667,1,0.0,0.0,NFC Champions,10.0,98.0,38.0,8.0,8.0,98.0,38.0,8.0,8.0,10.0,0.0
GranBu077,1977,50,MIN,NFL,14,9,5,0,0.643,-1.6,-1.0,-0.6,2,1,1,0.5,1,0.0,0.0,N/A,11.0,107.0,43.0,9.0,9.0,107.0,43.0,9.0,9.0,11.0,0.0
GranBu078,1978,51,MIN,NFL,16,8,7,1,0.531,-0.2,1.0,-1.1,1,0,1,0.0,1,0.0,0.0,N/A,12.0,115.0,50.0,9.0,10.0,115.0,50.0,9.0,10.0,12.0,0.0
GranBu079,1979,52,MIN,NFL,16,7,9,0,0.438,-7.5,-4.5,-3.1,0,0,0,0.0,3,0.0,0.0,N/A,13.0,122.0,59.0,9.0,10.0,122.0,59.0,9.0,10.0,13.0,0.0
GranBu080,1980,53,MIN,NFL,16,9,7,0,0.563,-0.3,0.0,-0.3,1,0,1,0.0,1,0.0,0.0,N/A,14.0,131.0,66.0,9.0,11.0,131.0,66.0,9.0,11.0,14.0,0.0
GranBu081,1981,54,MIN,NFL,16,7,9,0,0.438,-2.0,0.0,-2.1,0,0,0,0.0,4,0.0,0.0,N/A,15.0,138.0,75.0,9.0,11.0,138.0,75.0,9.0,11.0,15.0,0.0
GranBu082,1982,55,MIN,NFL,9,5,4,0,0.556,1.2,2.1,-1.0,2,1,1,0.5,2,0.0,0.0,N/A,16.0,143.0,79.0,10.0,12.0,143.0,79.0,10.0,12.0,16.0,0.0
GranBu083,1983,56,MIN,NFL,16,8,8,0,0.5,-3.1,-2.9,-0.1,0,0,0,0.0,4,0.0,0.0,N/A,17.0,151.0,87.0,10.0,12.0,151.0,87.0,10.0,12.0,17.0,0.0
GranBu085,1985,58,MIN,NFL,16,7,9,0,0.438,-1.2,0.1,-1.3,0,0,0,0.0,3,0.0,0.0,N/A,18.0,158.0,96.0,10.0,12.0,158.0,96.0,10.0,12.0,18.0,1.0
GibbJo081,1981,41,WAS,NFL,16,8,8,0,0.5,1.0,2.2,-1.2,0,0,0,0.0,4,0.0,0.0,N/A,1.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0
GibbJo082,1982,42,WAS,NFL,9,8,1,0,0.889,7.4,2.2,5.2,4,4,0,1.0,1,0.0,0.0,Super Bowl Champions,2.0,16.0,9.0,4.0,0.0,16.0,9.0,4.0,0.0,2.0,0.0
GibbJo083,1983,43,WAS,NFL,16,14,2,0,0.875,13.9,11.7,2.2,3,2,1,0.667,1,0.0,0.0,NFC Champions,3.0,30.0,11.0,6.0,1.0,30.0,11.0,6.0,1.0,3.0,0.0
GibbJo084,1984,44,WAS,NFL,16,11,5,0,0.688,6.4,5.0,1.3,1,0,1,0.0,1,0.0,0.0,N/A,4.0,41.0,16.0,6.0,2.0,41.0,16.0,6.0,2.0,4.0,0.0
GibbJo085,1985,45,WAS,NFL,16,10,6,0,0.625,-1.9,-3.4,1.5,0,0,0,0.0,3,0.0,0.0,N/A,5.0,51.0,22.0,6.0,2.0,51.0,22.0,6.0,2.0,5.0,0.0
GibbJo086,1986,46,WAS,NFL,16,12,4,0,0.75,5.5,3.5,2.1,3,2,1,0.667,2,0.0,0.0,N/A,6.0,63.0,26.0,8.0,3.0,63.0,26.0,8.0,3.0,6.0,0.0
GibbJo087,1987,47,WAS,NFL,15,11,4,0,0.733,3.8,1.8,2.0,3,3,0,1.0,1,0.0,0.0,Super Bowl Champions,7.0,74.0,30.0,11.0,3.0,74.0,30.0,11.0,3.0,7.0,0.0
GibbJo088,1988,48,WAS,NFL,16,7,9,0,0.438,-2.2,1.2,-3.4,0,0,0,0.0,3,0.0,0.0,N/A,8.0,81.0,39.0,11.0,3.0,81.0,39.0,11.0,3.0,8.0,0.0
GibbJo089,1989,49,WAS,NFL,16,10,6,0,0.625,4.0,3.8,0.2,0,0,0,0.0,3,0.0,0.0,N/A,9.0,91.0,45.0,11.0,3.0,91.0,45.0,11.0,3.0,9.0,0.0
GibbJo090,1990,50,WAS,NFL,16,10,6,0,0.625,5.4,4.6,0.8,2,1,1,0.5,3,0.0,0.0,N/A,10.0,101.0,51.0,12.0,4.0,101.0,51.0,12.0,4.0,10.0,0.0
GibbJo091,1991,51,WAS,NFL,16,14,2,0,0.875,16.6,11.7,4.9,3,3,0,1.0,1,0.0,0.0,Super Bowl Champions,11.0,115.0,53.0,15.0,4.0,115.0,53.0,15.0,4.0,11.0,0.0
GibbJo092,1992,52,WAS,NFL,16,9,7,0,0.563,4.4,0.7,3.8,2,1,1,0.5,3,0.0,0.0,N/A,12.0,124.0,60.0,16.0,5.0,124.0,60.0,16.0,5.0,12.0,0.0
GibbJo04,2004,64,WAS,NFL,16,6,10,0,0.375,-3.4,-7.4,4.0,0,0,0,0.0,4,7.0,2.0,N/A,13.0,130.0,70.0,16.0,5.0,130.0,70.0,16.0,5.0,13.0,0.0
GibbJo05,2005,65,WAS,NFL,16,10,6,0,0.625,6.0,2.6,3.4,2,1,1,0.5,2,4.0,1.0,N/A,14.0,140.0,76.0,17.0,6.0,140.0,76.0,17.0,6.0,14.0,0.0
GibbJo06,2006,66,WAS,NFL,16,5,11,0,0.313,-4.0,-2.1,-2.0,0,0,0,0.0,4,6.0,2.0,N/A,15.0,145.0,87.0,17.0,6.0,145.0,87.0,17.0,6.0,15.0,0.0
GibbJo07,2007,67,WAS,NFL,16,9,7,0,0.563,4.5,0.2,4.3,1,0,1,0.0,3,5.0,1.0,N/A,16.0,154.0,94.0,17.0,7.0,154.0,94.0,17.0,7.0,16.0,1.0
OwenSt030,1930,32,NYG,NFL,2,2,0,0,1.0,11.7,7.8,3.9,0,0,0,0.0,2,0.0,0.0,co-coach with Benny Friedman,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
OwenSt031,1931,33,NYG,NFL,14,7,6,1,0.538,3.8,1.4,2.5,0,0,0,0.0,5,0.0,0.0,N/A,2.0,9.0,6.0,0.0,0.0,9.0,6.0,0.0,0.0,2.0,0.0
OwenSt032,1932,34,NYG,NFL,12,4,6,2,0.4,-1.5,0.0,-1.5,0,0,0,0.0,5,0.0,0.0,N/A,3.0,13.0,12.0,0.0,0.0,13.0,12.0,0.0,0.0,3.0,0.0
OwenSt033,1933,35,NYG,NFL,14,11,3,0,0.786,10.0,7.3,2.6,1,0,1,0.0,1,0.0,0.0,N/A,4.0,24.0,15.0,0.0,1.0,24.0,15.0,0.0,1.0,4.0,0.0
OwenSt034,1934,36,NYG,NFL,13,8,5,0,0.615,3.9,0.9,2.9,1,1,0,1.0,1,0.0,0.0,NFL Champions,5.0,32.0,20.0,1.0,1.0,32.0,20.0,1.0,1.0,5.0,0.0
OwenSt035,1935,37,NYG,NFL,12,9,3,0,0.75,3.9,2.9,1.0,1,0,1,0.0,1,0.0,0.0,N/A,6.0,41.0,23.0,1.0,2.0,41.0,23.0,1.0,2.0,6.0,0.0
OwenSt036,1936,38,NYG,NFL,12,5,6,1,0.455,-4.7,-2.6,-2.1,0,0,0,0.0,3,0.0,0.0,N/A,7.0,46.0,29.0,1.0,2.0,46.0,29.0,1.0,2.0,7.0,0.0
OwenSt037,1937,39,NYG,NFL,11,6,3,2,0.667,0.7,-2.1,2.8,0,0,0,0.0,2,0.0,0.0,N/A,8.0,52.0,32.0,1.0,2.0,52.0,32.0,1.0,2.0,8.0,0.0
OwenSt038,1938,40,NYG,NFL,11,8,2,1,0.8,7.6,2.4,5.2,1,1,0,1.0,1,0.0,0.0,NFL Champions,9.0,60.0,34.0,2.0,2.0,60.0,34.0,2.0,2.0,9.0,0.0
OwenSt039,1939,41,NYG,NFL,11,9,1,1,0.9,4.4,-1.8,6.2,1,0,1,0.0,1,0.0,0.0,N/A,10.0,69.0,35.0,2.0,3.0,69.0,35.0,2.0,3.0,10.0,0.0
OwenSt040,1940,42,NYG,NFL,11,6,4,1,0.6,-1.1,-4.1,3.0,0,0,0,0.0,3,0.0,0.0,N/A,11.0,75.0,39.0,2.0,3.0,75.0,39.0,2.0,3.0,11.0,0.0
OwenSt041,1941,43,NYG,NFL,11,8,3,0,0.727,4.8,3.3,1.5,1,0,1,0.0,1,0.0,0.0,N/A,12.0,83.0,42.0,2.0,4.0,83.0,42.0,2.0,4.0,12.0,0.0
OwenSt042,1942,44,NYG,NFL,11,5,5,1,0.5,3.0,-1.3,4.4,0,0,0,0.0,3,0.0,0.0,N/A,13.0,88.0,47.0,2.0,4.0,88.0,47.0,2.0,4.0,13.0,0.0
OwenSt043,1943,45,NYG,NFL,10,6,3,1,0.667,1.2,-0.4,1.6,1,0,1,0.0,1,0.0,0.0,N/A,14.0,94.0,50.0,2.0,5.0,94.0,50.0,2.0,5.0,14.0,0.0
OwenSt044,1944,46,NYG,NFL,10,8,1,1,0.889,9.9,1.2,8.7,1,0,1,0.0,1,0.0,0.0,N/A,15.0,102.0,51.0,2.0,6.0,102.0,51.0,2.0,6.0,15.0,0.0
OwenSt045,1945,47,NYG,NFL,10,3,6,1,0.333,-1.7,-0.1,-1.6,0,0,0,0.0,3,0.0,0.0,N/A,16.0,105.0,57.0,2.0,6.0,105.0,57.0,2.0,6.0,16.0,0.0
OwenSt046,1946,48,NYG,NFL,11,7,3,1,0.7,6.5,2.3,4.3,1,0,1,0.0,1,0.0,0.0,N/A,17.0,112.0,60.0,2.0,7.0,112.0,60.0,2.0,7.0,17.0,0.0
OwenSt047,1947,49,NYG,NFL,12,2,8,2,0.2,-11.4,-6.7,-4.7,0,0,0,0.0,5,0.0,0.0,N/A,18.0,114.0,68.0,2.0,7.0,114.0,68.0,2.0,7.0,18.0,0.0
OwenSt048,1948,50,NYG,NFL,12,4,8,0,0.333,-6.5,3.4,-9.9,0,0,0,0.0,3,0.0,0.0,N/A,19.0,118.0,76.0,2.0,7.0,118.0,76.0,2.0,7.0,19.0,0.0
OwenSt049,1949,51,NYG,NFL,12,6,6,0,0.5,-2.0,1.7,-3.7,0,0,0,0.0,3,0.0,0.0,N/A,20.0,124.0,82.0,2.0,7.0,124.0,82.0,2.0,7.0,20.0,0.0
OwenSt050,1950,52,NYG,NFL,12,10,2,0,0.833,12.6,1.4,11.2,1,0,1,0.0,1,0.0,0.0,N/A,21.0,134.0,84.0,2.0,8.0,134.0,84.0,2.0,8.0,21.0,0.0
OwenSt051,1951,53,NYG,NFL,12,9,2,1,0.818,5.7,-1.6,7.3,0,0,0,0.0,2,0.0,0.0,N/A,22.0,143.0,86.0,2.0,8.0,143.0,86.0,2.0,8.0,22.0,0.0
OwenSt052,1952,54,NYG,NFL,12,7,5,0,0.583,-0.8,-2.9,2.1,0,0,0,0.0,2,0.0,0.0,N/A,23.0,150.0,91.0,2.0,8.0,150.0,91.0,2.0,8.0,23.0,0.0
OwenSt053,1953,55,NYG,NFL,12,3,9,0,0.25,-5.5,-5.2,-0.3,0,0,0,0.0,5,0.0,0.0,N/A,24.0,153.0,100.0,2.0,8.0,153.0,100.0,2.0,8.0,24.0,1.0
CowhBi092,1992,35,PIT,NFL,16,11,5,0,0.688,3.6,-0.4,4.0,1,0,1,0.0,1,0.0,0.0,N/A,1.0,11.0,5.0,0.0,1.0,11.0,5.0,0.0,1.0,1.0,0.0
CowhBi093,1993,36,PIT,NFL,16,9,7,0,0.563,1.5,0.1,1.5,1,0,1,0.0,2,0.0,0.0,N/A,2.0,20.0,12.0,0.0,2.0,20.0,12.0,0.0,2.0,2.0,0.0
CowhBi094,1994,37,PIT,NFL,16,12,4,0,0.75,4.7,-0.2,5.0,2,1,1,0.5,1,0.0,0.0,N/A,3.0,32.0,16.0,1.0,3.0,32.0,16.0,1.0,3.0,3.0,0.0
CowhBi095,1995,38,PIT,NFL,16,11,5,0,0.688,4.6,3.4,1.2,3,2,1,0.667,1,0.0,0.0,AFC Champions,4.0,43.0,21.0,3.0,4.0,43.0,21.0,3.0,4.0,4.0,0.0
CowhBi096,1996,39,PIT,NFL,16,10,6,0,0.625,5.2,0.0,5.1,2,1,1,0.5,1,0.0,0.0,N/A,5.0,53.0,27.0,4.0,5.0,53.0,27.0,4.0,5.0,5.0,0.0
CowhBi097,1997,40,PIT,NFL,16,11,5,0,0.688,5.3,2.7,2.6,2,1,1,0.5,1,0.0,0.0,N/A,6.0,64.0,32.0,5.0,6.0,64.0,32.0,5.0,6.0,6.0,0.0
CowhBi098,1998,41,PIT,NFL,16,7,9,0,0.438,-3.8,-5.1,1.3,0,0,0,0.0,3,0.0,0.0,N/A,7.0,71.0,41.0,5.0,6.0,71.0,41.0,5.0,6.0,7.0,0.0
CowhBi099,1999,42,PIT,NFL,16,6,10,0,0.375,-2.4,-2.2,-0.2,0,0,0,0.0,4,2.0,0.0,N/A,8.0,77.0,51.0,5.0,6.0,77.0,51.0,5.0,6.0,8.0,0.0
CowhBi00,2000,43,PIT,NFL,16,9,7,0,0.563,3.9,0.6,3.3,0,0,0,0.0,3,7.0,4.0,N/A,9.0,86.0,58.0,5.0,6.0,86.0,58.0,5.0,6.0,9.0,0.0
CowhBi01,2001,44,PIT,NFL,16,13,3,0,0.813,7.4,1.5,5.8,2,1,1,0.5,1,6.0,3.0,N/A,10.0,99.0,61.0,6.0,7.0,99.0,61.0,6.0,7.0,10.0,0.0
CowhBi02,2002,45,PIT,NFL,16,10,5,1,0.656,2.7,3.1,-0.4,2,1,1,0.5,1,10.0,6.0,N/A,11.0,109.0,66.0,7.0,8.0,109.0,66.0,7.0,8.0,11.0,0.0
CowhBi03,2003,46,PIT,NFL,16,6,10,0,0.375,-1.1,-2.5,1.4,0,0,0,0.0,3,5.0,0.0,N/A,12.0,115.0,76.0,7.0,8.0,115.0,76.0,7.0,8.0,12.0,0.0
CowhBi04,2004,47,PIT,NFL,16,15,1,0,0.938,9.0,3.4,5.6,2,1,1,0.5,1,9.0,3.0,N/A,13.0,130.0,77.0,8.0,9.0,130.0,77.0,8.0,9.0,13.0,0.0
CowhBi05,2005,48,PIT,NFL,16,11,5,0,0.688,7.8,3.8,4.0,4,4,0,1.0,2,9.0,6.0,Super Bowl Champions,14.0,141.0,82.0,12.0,9.0,141.0,82.0,12.0,9.0,14.0,0.0
CowhBi06,2006,49,PIT,NFL,16,8,8,0,0.5,3.4,3.0,0.4,0,0,0,0.0,3,11.0,5.0,N/A,15.0,149.0,90.0,12.0,9.0,149.0,90.0,12.0,9.0,15.0,1.0
LevyMa078,1978,53,KAN,NFL,16,4,12,0,0.25,-4.4,-3.0,-1.4,0,0,0,0.0,5,0.0,0.0,N/A,1.0,4.0,12.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,0.0
LevyMa079,1979,54,KAN,NFL,16,7,9,0,0.438,1.4,-4.0,5.4,0,0,0,0.0,5,0.0,0.0,N/A,2.0,11.0,21.0,0.0,0.0,11.0,21.0,0.0,0.0,2.0,0.0
LevyMa080,1980,55,KAN,NFL,16,8,8,0,0.5,-0.5,-0.8,0.3,0,0,0,0.0,3,0.0,0.0,N/A,3.0,19.0,29.0,0.0,0.0,19.0,29.0,0.0,0.0,3.0,0.0
LevyMa081,1981,56,KAN,NFL,16,9,7,0,0.563,3.2,0.4,2.8,0,0,0,0.0,3,0.0,0.0,N/A,4.0,28.0,36.0,0.0,0.0,28.0,36.0,0.0,0.0,4.0,0.0
LevyMa082,1982,57,KAN,NFL,9,3,6,0,0.333,-0.2,-1.9,1.6,0,0,0,0.0,4,0.0,0.0,N/A,5.0,31.0,42.0,0.0,0.0,31.0,42.0,0.0,0.0,5.0,1.0
LevyMa086,1986,61,BUF,NFL,7,2,5,0,0.286,-5.8,-5.0,-0.8,0,0,0,0.0,4,0.0,0.0,N/A,1.0,2.0,5.0,0.0,0.0,33.0,47.0,0.0,0.0,6.0,0.0
LevyMa087,1987,62,BUF,NFL,15,7,8,0,0.467,-0.2,-2.6,2.4,0,0,0,0.0,4,0.0,0.0,N/A,2.0,9.0,13.0,0.0,0.0,40.0,55.0,0.0,0.0,7.0,0.0
LevyMa088,1988,63,BUF,NFL,16,12,4,0,0.75,6.4,0.0,6.4,2,1,1,0.5,1,0.0,0.0,N/A,3.0,21.0,17.0,1.0,1.0,52.0,59.0,1.0,1.0,8.0,0.0
LevyMa089,1989,64,BUF,NFL,16,9,7,0,0.563,4.3,3.8,0.5,1,0,1,0.0,1,0.0,0.0,N/A,4.0,30.0,24.0,1.0,2.0,61.0,66.0,1.0,2.0,9.0,0.0
LevyMa090,1990,65,BUF,NFL,16,13,3,0,0.813,8.6,5.7,2.9,3,2,1,0.667,1,0.0,0.0,AFC Champions,5.0,43.0,27.0,3.0,3.0,74.0,69.0,3.0,3.0,10.0,0.0
LevyMa091,1991,66,BUF,NFL,16,13,3,0,0.813,3.6,7.6,-4.1,3,2,1,0.667,1,0.0,0.0,AFC Champions,6.0,56.0,30.0,5.0,4.0,87.0,72.0,5.0,4.0,11.0,0.0
LevyMa092,1992,67,BUF,NFL,16,11,5,0,0.688,4.3,4.7,-0.4,4,3,1,0.75,2,0.0,0.0,AFC Champions,7.0,67.0,35.0,8.0,5.0,98.0,77.0,8.0,5.0,12.0,0.0
LevyMa093,1993,68,BUF,NFL,16,12,4,0,0.75,4.8,1.8,3.0,3,2,1,0.667,1,0.0,0.0,AFC Champions,8.0,79.0,39.0,10.0,6.0,110.0,81.0,10.0,6.0,13.0,0.0
LevyMa094,1994,69,BUF,NFL,16,7,9,0,0.438,-0.2,1.5,-1.8,0,0,0,0.0,4,0.0,0.0,N/A,9.0,86.0,48.0,10.0,6.0,117.0,90.0,10.0,6.0,14.0,0.0
LevyMa095,1995,70,BUF,NFL,16,10,6,0,0.625,-0.9,-0.5,-0.4,2,1,1,0.5,1,0.0,0.0,N/A,10.0,96.0,54.0,11.0,7.0,127.0,96.0,11.0,7.0,15.0,0.0
LevyMa096,1996,71,BUF,NFL,16,10,6,0,0.625,2.9,-1.0,3.9,1,0,1,0.0,2,0.0,0.0,N/A,11.0,106.0,60.0,11.0,8.0,137.0,102.0,11.0,8.0,16.0,0.0
LevyMa097,1997,72,BUF,NFL,16,6,10,0,0.375,-4.5,-4.0,-0.5,0,0,0,0.0,4,0.0,0.0,N/A,12.0,112.0,70.0,11.0,8.0,143.0,112.0,11.0,8.0,17.0,1.0
DungTo096,1996,41,TAM,NFL,16,6,10,0,0.375,-3.0,-5.9,2.9,0,0,0,0.0,4,0.0,0.0,N/A,1.0,6.0,10.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,0.0
